Aufgaben Daten
=====================================================================
Aufgabe: Aufgabe 2
System start time:  16:44:51
System start date:  20-05-2026
Datum: 20-05-2026
Uhrzeit Aufgaben Abschlus: 16:52:00
Benoetigte Zeit: 402.439s
Start der Aufgabe nach System Start: 470.9965s
---------------------------------------------------------------------
Heatmap Reloads: 6
Reload Button Zeitpunkte:
Reload Button Press Number0: Triggerd(TimeSinceStartUP): 490.2209s | TimeSinceTaskStart: 19.2244s
Reload Button Press Number1: Triggerd(TimeSinceStartUP): 552.5107s | TimeSinceTaskStart: 81.51425s
Reload Button Press Number2: Triggerd(TimeSinceStartUP): 586.2068s | TimeSinceTaskStart: 115.2104s
Reload Button Press Number3: Triggerd(TimeSinceStartUP): 639.8478s | TimeSinceTaskStart: 168.8513s
Reload Button Press Number4: Triggerd(TimeSinceStartUP): 791.1061s | TimeSinceTaskStart: 320.1096s
Reload Button Press Number5: Triggerd(TimeSinceStartUP): 867.4962s | TimeSinceTaskStart: 396.4997s
---------------------------------------------------------------------
Kamera zurueck zaehler: 0
Camera Back Button Zeitpunkte:
---------------------------------------------------------------------
Winkel aenderungs Zeitpunkte: 
TimeSinceStartUP: 555.4119s | TimeSinceTaskStart: 84.41537s | Winkel: 7°
TimeSinceStartUP: 557.1564s | TimeSinceTaskStart: 86.15988s | Winkel: 43°
TimeSinceStartUP: 557.2492s | TimeSinceTaskStart: 86.25272s | Winkel: 45°
TimeSinceStartUP: 557.3291s | TimeSinceTaskStart: 86.33261s | Winkel: 47°
TimeSinceStartUP: 557.5303s | TimeSinceTaskStart: 86.53384s | Winkel: 49°
TimeSinceStartUP: 557.6027s | TimeSinceTaskStart: 86.60617s | Winkel: 52°
TimeSinceStartUP: 557.8429s | TimeSinceTaskStart: 86.84641s | Winkel: 54°
TimeSinceStartUP: 557.949s | TimeSinceTaskStart: 86.95255s | Winkel: 56°
TimeSinceStartUP: 558.0492s | TimeSinceTaskStart: 87.0527s | Winkel: 58°
TimeSinceStartUP: 558.2952s | TimeSinceTaskStart: 87.29868s | Winkel: 59°
TimeSinceStartUP: 558.437s | TimeSinceTaskStart: 87.44052s | Winkel: 61°
TimeSinceStartUP: 558.5095s | TimeSinceTaskStart: 87.51303s | Winkel: 63°
TimeSinceStartUP: 558.5842s | TimeSinceTaskStart: 87.58768s | Winkel: 64°
TimeSinceStartUP: 559.4302s | TimeSinceTaskStart: 88.43375s | Winkel: 63°
TimeSinceStartUP: 559.6678s | TimeSinceTaskStart: 88.67136s | Winkel: 61°
TimeSinceStartUP: 559.7394s | TimeSinceTaskStart: 88.74295s | Winkel: 58°
TimeSinceStartUP: 559.8153s | TimeSinceTaskStart: 88.81882s | Winkel: 56°
TimeSinceStartUP: 559.8905s | TimeSinceTaskStart: 88.89401s | Winkel: 54°
TimeSinceStartUP: 560.0911s | TimeSinceTaskStart: 89.09457s | Winkel: 52°
TimeSinceStartUP: 560.1638s | TimeSinceTaskStart: 89.16733s | Winkel: 49°
TimeSinceStartUP: 560.2397s | TimeSinceTaskStart: 89.24319s | Winkel: 47°
TimeSinceStartUP: 560.3145s | TimeSinceTaskStart: 89.31802s | Winkel: 45°
TimeSinceStartUP: 560.3904s | TimeSinceTaskStart: 89.39395s | Winkel: 43°
TimeSinceStartUP: 560.4803s | TimeSinceTaskStart: 89.48386s | Winkel: 41°
TimeSinceStartUP: 560.5518s | TimeSinceTaskStart: 89.55533s | Winkel: 38°
TimeSinceStartUP: 560.689s | TimeSinceTaskStart: 89.69247s | Winkel: 36°
TimeSinceStartUP: 560.7623s | TimeSinceTaskStart: 89.76578s | Winkel: 34°
TimeSinceStartUP: 560.8384s | TimeSinceTaskStart: 89.84195s | Winkel: 31°
TimeSinceStartUP: 560.937s | TimeSinceTaskStart: 89.94052s | Winkel: 29°
TimeSinceStartUP: 561.0104s | TimeSinceTaskStart: 90.01395s | Winkel: 27°
TimeSinceStartUP: 561.0863s | TimeSinceTaskStart: 90.08981s | Winkel: 26°
TimeSinceStartUP: 561.155s | TimeSinceTaskStart: 90.15848s | Winkel: 25°
TimeSinceStartUP: 561.1615s | TimeSinceTaskStart: 90.16501s | Winkel: 23°
TimeSinceStartUP: 561.2378s | TimeSinceTaskStart: 90.2413s | Winkel: 22°
TimeSinceStartUP: 561.4244s | TimeSinceTaskStart: 90.42795s | Winkel: 21°
TimeSinceStartUP: 561.4957s | TimeSinceTaskStart: 90.49924s | Winkel: 19°
TimeSinceStartUP: 561.5717s | TimeSinceTaskStart: 90.57516s | Winkel: 18°
TimeSinceStartUP: 561.9804s | TimeSinceTaskStart: 90.98392s | Winkel: 17°
TimeSinceStartUP: 562.0536s | TimeSinceTaskStart: 91.05716s | Winkel: 15°
TimeSinceStartUP: 562.3461s | TimeSinceTaskStart: 91.34964s | Winkel: 14°
TimeSinceStartUP: 563.4944s | TimeSinceTaskStart: 92.49789s | Winkel: 15°
TimeSinceStartUP: 563.5361s | TimeSinceTaskStart: 92.53964s | Winkel: 16°
TimeSinceStartUP: 563.6089s | TimeSinceTaskStart: 92.6124s | Winkel: 17°
TimeSinceStartUP: 563.7062s | TimeSinceTaskStart: 92.70975s | Winkel: 18°
TimeSinceStartUP: 563.7782s | TimeSinceTaskStart: 92.78171s | Winkel: 20°
TimeSinceStartUP: 563.8539s | TimeSinceTaskStart: 92.85745s | Winkel: 23°
TimeSinceStartUP: 563.9289s | TimeSinceTaskStart: 92.9324s | Winkel: 28°
TimeSinceStartUP: 564.0049s | TimeSinceTaskStart: 93.00845s | Winkel: 35°
TimeSinceStartUP: 564.0809s | TimeSinceTaskStart: 93.08438s | Winkel: 37°
TimeSinceStartUP: 564.1486s | TimeSinceTaskStart: 93.15207s | Winkel: 39°
TimeSinceStartUP: 564.2156s | TimeSinceTaskStart: 93.21915s | Winkel: 43°
TimeSinceStartUP: 564.2827s | TimeSinceTaskStart: 93.28616s | Winkel: 47°
TimeSinceStartUP: 564.3488s | TimeSinceTaskStart: 93.35233s | Winkel: 55°
TimeSinceStartUP: 564.4235s | TimeSinceTaskStart: 93.42703s | Winkel: 60°
TimeSinceStartUP: 564.4987s | TimeSinceTaskStart: 93.50217s | Winkel: 62°
TimeSinceStartUP: 564.5738s | TimeSinceTaskStart: 93.5773s | Winkel: 63°
TimeSinceStartUP: 564.9481s | TimeSinceTaskStart: 93.95163s | Winkel: 65°
TimeSinceStartUP: 565.4295s | TimeSinceTaskStart: 94.43301s | Winkel: 66°
TimeSinceStartUP: 572.8525s | TimeSinceTaskStart: 101.856s | Winkel: 84°
TimeSinceStartUP: 573.0507s | TimeSinceTaskStart: 102.0542s | Winkel: 83°
TimeSinceStartUP: 573.2354s | TimeSinceTaskStart: 102.2389s | Winkel: 82°
TimeSinceStartUP: 573.3153s | TimeSinceTaskStart: 102.3188s | Winkel: 80°
TimeSinceStartUP: 573.381s | TimeSinceTaskStart: 102.3846s | Winkel: 79°
TimeSinceStartUP: 573.4479s | TimeSinceTaskStart: 102.4514s | Winkel: 76°
TimeSinceStartUP: 573.5146s | TimeSinceTaskStart: 102.5182s | Winkel: 74°
TimeSinceStartUP: 573.5812s | TimeSinceTaskStart: 102.5847s | Winkel: 66°
TimeSinceStartUP: 573.6489s | TimeSinceTaskStart: 102.6524s | Winkel: 62°
TimeSinceStartUP: 573.7151s | TimeSinceTaskStart: 102.7187s | Winkel: 60°
TimeSinceStartUP: 573.7887s | TimeSinceTaskStart: 102.7922s | Winkel: 57°
TimeSinceStartUP: 573.8642s | TimeSinceTaskStart: 102.8677s | Winkel: 51°
TimeSinceStartUP: 573.9393s | TimeSinceTaskStart: 102.9428s | Winkel: 48°
TimeSinceStartUP: 574.0496s | TimeSinceTaskStart: 103.0531s | Winkel: 45°
TimeSinceStartUP: 574.1702s | TimeSinceTaskStart: 103.1737s | Winkel: 42°
TimeSinceStartUP: 574.4289s | TimeSinceTaskStart: 103.4324s | Winkel: 39°
TimeSinceStartUP: 574.5022s | TimeSinceTaskStart: 103.5057s | Winkel: 33°
TimeSinceStartUP: 574.633s | TimeSinceTaskStart: 103.6365s | Winkel: 30°
TimeSinceStartUP: 574.9556s | TimeSinceTaskStart: 103.9591s | Winkel: 28°
TimeSinceStartUP: 575.0363s | TimeSinceTaskStart: 104.0398s | Winkel: 26°
TimeSinceStartUP: 575.1352s | TimeSinceTaskStart: 104.1387s | Winkel: 24°
TimeSinceStartUP: 575.2077s | TimeSinceTaskStart: 104.2112s | Winkel: 21°
TimeSinceStartUP: 575.7549s | TimeSinceTaskStart: 104.7585s | Winkel: 20°
TimeSinceStartUP: 575.8261s | TimeSinceTaskStart: 104.8296s | Winkel: 15°
TimeSinceStartUP: 576.2902s | TimeSinceTaskStart: 105.2937s | Winkel: 16°
TimeSinceStartUP: 576.297s | TimeSinceTaskStart: 105.3005s | Winkel: 17°
TimeSinceStartUP: 576.3685s | TimeSinceTaskStart: 105.372s | Winkel: 21°
TimeSinceStartUP: 576.7003s | TimeSinceTaskStart: 105.7038s | Winkel: 22°
TimeSinceStartUP: 576.7925s | TimeSinceTaskStart: 105.7961s | Winkel: 25°
TimeSinceStartUP: 576.8599s | TimeSinceTaskStart: 105.8634s | Winkel: 28°
TimeSinceStartUP: 576.9266s | TimeSinceTaskStart: 105.9301s | Winkel: 33°
TimeSinceStartUP: 577.1118s | TimeSinceTaskStart: 106.1153s | Winkel: 35°
TimeSinceStartUP: 577.1825s | TimeSinceTaskStart: 106.186s | Winkel: 40°
TimeSinceStartUP: 577.2582s | TimeSinceTaskStart: 106.2617s | Winkel: 45°
TimeSinceStartUP: 577.3229s | TimeSinceTaskStart: 106.3264s | Winkel: 47°
TimeSinceStartUP: 607.5317s | TimeSinceTaskStart: 136.5352s | Winkel: 75°
TimeSinceStartUP: 608.0547s | TimeSinceTaskStart: 137.0583s | Winkel: 74°
TimeSinceStartUP: 608.1348s | TimeSinceTaskStart: 137.1383s | Winkel: 73°
TimeSinceStartUP: 608.1497s | TimeSinceTaskStart: 137.1532s | Winkel: 72°
TimeSinceStartUP: 608.2183s | TimeSinceTaskStart: 137.2218s | Winkel: 71°
TimeSinceStartUP: 608.2297s | TimeSinceTaskStart: 137.2332s | Winkel: 68°
TimeSinceStartUP: 608.3203s | TimeSinceTaskStart: 137.3238s | Winkel: 67°
TimeSinceStartUP: 608.4003s | TimeSinceTaskStart: 137.4038s | Winkel: 65°
TimeSinceStartUP: 608.4666s | TimeSinceTaskStart: 137.4701s | Winkel: 64°
TimeSinceStartUP: 608.5335s | TimeSinceTaskStart: 137.537s | Winkel: 62°
TimeSinceStartUP: 608.6022s | TimeSinceTaskStart: 137.6057s | Winkel: 60°
TimeSinceStartUP: 608.6696s | TimeSinceTaskStart: 137.6731s | Winkel: 59°
TimeSinceStartUP: 608.7466s | TimeSinceTaskStart: 137.7502s | Winkel: 55°
TimeSinceStartUP: 609.5389s | TimeSinceTaskStart: 138.5424s | Winkel: 43°
TimeSinceStartUP: 609.6099s | TimeSinceTaskStart: 138.6134s | Winkel: 45°
TimeSinceStartUP: 609.6856s | TimeSinceTaskStart: 138.6891s | Winkel: 47°
TimeSinceStartUP: 609.83s | TimeSinceTaskStart: 138.8335s | Winkel: 49°
TimeSinceStartUP: 610.1602s | TimeSinceTaskStart: 139.1637s | Winkel: 47°
TimeSinceStartUP: 610.2289s | TimeSinceTaskStart: 139.2324s | Winkel: 45°
TimeSinceStartUP: 610.2957s | TimeSinceTaskStart: 139.2992s | Winkel: 41°
TimeSinceStartUP: 610.4645s | TimeSinceTaskStart: 139.468s | Winkel: 38°
TimeSinceStartUP: 621.9637s | TimeSinceTaskStart: 150.9672s | Winkel: 68°
TimeSinceStartUP: 622.0355s | TimeSinceTaskStart: 151.039s | Winkel: 67°
TimeSinceStartUP: 622.1108s | TimeSinceTaskStart: 151.1143s | Winkel: 66°
TimeSinceStartUP: 622.1862s | TimeSinceTaskStart: 151.1897s | Winkel: 64°
TimeSinceStartUP: 622.2618s | TimeSinceTaskStart: 151.2653s | Winkel: 60°
TimeSinceStartUP: 622.3379s | TimeSinceTaskStart: 151.3414s | Winkel: 57°
TimeSinceStartUP: 622.4058s | TimeSinceTaskStart: 151.4093s | Winkel: 55°
TimeSinceStartUP: 622.4734s | TimeSinceTaskStart: 151.477s | Winkel: 51°
TimeSinceStartUP: 622.5411s | TimeSinceTaskStart: 151.5446s | Winkel: 49°
TimeSinceStartUP: 622.6116s | TimeSinceTaskStart: 151.6151s | Winkel: 45°
TimeSinceStartUP: 622.6815s | TimeSinceTaskStart: 151.685s | Winkel: 43°
TimeSinceStartUP: 622.7511s | TimeSinceTaskStart: 151.7546s | Winkel: 39°
TimeSinceStartUP: 622.8218s | TimeSinceTaskStart: 151.8253s | Winkel: 37°
TimeSinceStartUP: 622.8929s | TimeSinceTaskStart: 151.8964s | Winkel: 35°
TimeSinceStartUP: 622.9654s | TimeSinceTaskStart: 151.9689s | Winkel: 33°
TimeSinceStartUP: 623.04s | TimeSinceTaskStart: 152.0435s | Winkel: 31°
TimeSinceStartUP: 623.3375s | TimeSinceTaskStart: 152.341s | Winkel: 30°
TimeSinceStartUP: 623.4385s | TimeSinceTaskStart: 152.442s | Winkel: 28°
TimeSinceStartUP: 623.5123s | TimeSinceTaskStart: 152.5158s | Winkel: 22°
TimeSinceStartUP: 623.5881s | TimeSinceTaskStart: 152.5916s | Winkel: 21°
TimeSinceStartUP: 624.0525s | TimeSinceTaskStart: 153.056s | Winkel: 20°
TimeSinceStartUP: 624.5912s | TimeSinceTaskStart: 153.5947s | Winkel: 21°
TimeSinceStartUP: 624.6119s | TimeSinceTaskStart: 153.6154s | Winkel: 22°
TimeSinceStartUP: 624.991s | TimeSinceTaskStart: 153.9945s | Winkel: 23°
TimeSinceStartUP: 625.0634s | TimeSinceTaskStart: 154.0669s | Winkel: 25°
TimeSinceStartUP: 625.4515s | TimeSinceTaskStart: 154.455s | Winkel: 24°
TimeSinceStartUP: 625.5325s | TimeSinceTaskStart: 154.536s | Winkel: 21°
TimeSinceStartUP: 625.6001s | TimeSinceTaskStart: 154.6036s | Winkel: 20°
TimeSinceStartUP: 625.6894s | TimeSinceTaskStart: 154.6929s | Winkel: 19°
TimeSinceStartUP: 625.9759s | TimeSinceTaskStart: 154.9794s | Winkel: 20°
TimeSinceStartUP: 626.0468s | TimeSinceTaskStart: 155.0503s | Winkel: 23°
TimeSinceStartUP: 626.4483s | TimeSinceTaskStart: 155.4518s | Winkel: 24°
TimeSinceStartUP: 626.6257s | TimeSinceTaskStart: 155.6292s | Winkel: 26°
TimeSinceStartUP: 668.2722s | TimeSinceTaskStart: 197.2757s | Winkel: 63°
TimeSinceStartUP: 668.3932s | TimeSinceTaskStart: 197.3968s | Winkel: 65°
TimeSinceStartUP: 668.4731s | TimeSinceTaskStart: 197.4767s | Winkel: 66°
TimeSinceStartUP: 668.758s | TimeSinceTaskStart: 197.7615s | Winkel: 65°
TimeSinceStartUP: 668.7858s | TimeSinceTaskStart: 197.7893s | Winkel: 63°
TimeSinceStartUP: 668.8657s | TimeSinceTaskStart: 197.8692s | Winkel: 56°
TimeSinceStartUP: 668.9907s | TimeSinceTaskStart: 197.9942s | Winkel: 54°
TimeSinceStartUP: 669.0659s | TimeSinceTaskStart: 198.0694s | Winkel: 51°
TimeSinceStartUP: 669.1418s | TimeSinceTaskStart: 198.1454s | Winkel: 48°
TimeSinceStartUP: 669.6201s | TimeSinceTaskStart: 198.6236s | Winkel: 50°
TimeSinceStartUP: 669.7142s | TimeSinceTaskStart: 198.7177s | Winkel: 53°
TimeSinceStartUP: 670.4034s | TimeSinceTaskStart: 199.4069s | Winkel: 55°
TimeSinceStartUP: 721.6643s | TimeSinceTaskStart: 250.6678s | Winkel: 59°
TimeSinceStartUP: 721.9236s | TimeSinceTaskStart: 250.9271s | Winkel: 60°
TimeSinceStartUP: 722.0452s | TimeSinceTaskStart: 251.0487s | Winkel: 58°
TimeSinceStartUP: 722.1127s | TimeSinceTaskStart: 251.1162s | Winkel: 59°
TimeSinceStartUP: 722.1804s | TimeSinceTaskStart: 251.1839s | Winkel: 57°
TimeSinceStartUP: 722.2515s | TimeSinceTaskStart: 251.255s | Winkel: 53°
TimeSinceStartUP: 722.319s | TimeSinceTaskStart: 251.3225s | Winkel: 51°
TimeSinceStartUP: 722.3868s | TimeSinceTaskStart: 251.3904s | Winkel: 45°
TimeSinceStartUP: 722.4521s | TimeSinceTaskStart: 251.4556s | Winkel: 41°
TimeSinceStartUP: 722.5209s | TimeSinceTaskStart: 251.5244s | Winkel: 34°
TimeSinceStartUP: 722.59s | TimeSinceTaskStart: 251.5935s | Winkel: 32°
TimeSinceStartUP: 722.6639s | TimeSinceTaskStart: 251.6674s | Winkel: 31°
---------------------------------------------------------------------
Kamera counter: 
Vordere Kamera: | Pressed: 1 times
Hintere Kamera: | Pressed: 3 times
Linke Kamera: | Pressed: 2 times
Rechte Kamera: | Pressed: 2 times
Camera Menu Button Presses:
Press 0: Button: Rechte Kamera, | TimeSinceStartUP: 495.6012s | TimeSinceTaskStart: 24.60471s 
Press 1: Button: Linke Kamera, | TimeSinceStartUP: 496.5318s | TimeSinceTaskStart: 25.53528s 
Press 2: Button: Vordere Kamera, | TimeSinceStartUP: 500.7614s | TimeSinceTaskStart: 29.76495s 
Press 3: Button: Hintere Kamera, | TimeSinceStartUP: 504.5044s | TimeSinceTaskStart: 33.50793s 
Press 4: Button: Rechte Kamera, | TimeSinceStartUP: 509.3517s | TimeSinceTaskStart: 38.35526s 
Press 5: Button: Hintere Kamera, | TimeSinceStartUP: 509.9283s | TimeSinceTaskStart: 38.93179s 
Press 6: Button: Linke Kamera, | TimeSinceStartUP: 861.5148s | TimeSinceTaskStart: 390.5183s 
Press 7: Button: Hintere Kamera, | TimeSinceStartUP: 862.7374s | TimeSinceTaskStart: 391.7409s 
---------------------------------------------------------------------
Bounding Box Raycast Hits:
Triggerd(TimeSinceStartUP): 519.1508s | TimeSinceTaskStart: 48.15427s | BoundingBox Name: Target_2_Plane_1
---------------------------------------------------------------------
Selected Day of Year: 
TimeSinceStartUP: 473.5536 | TimeScinceTaskStart: 2.557159 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.6003 | TimeScinceTaskStart: 2.603821 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.6467 | TimeScinceTaskStart: 2.650238 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.6937 | TimeScinceTaskStart: 2.697205 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.7404 | TimeScinceTaskStart: 2.743958 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.7865 | TimeScinceTaskStart: 2.789978 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.9283 | TimeScinceTaskStart: 2.931824 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 473.9873 | TimeScinceTaskStart: 2.990845 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.0494 | TimeScinceTaskStart: 3.052887 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.0943 | TimeScinceTaskStart: 3.097839 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.1394 | TimeScinceTaskStart: 3.142883 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.1843 | TimeScinceTaskStart: 3.187836 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.2399 | TimeScinceTaskStart: 3.243439 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.2859 | TimeScinceTaskStart: 3.289398 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.3326 | TimeScinceTaskStart: 3.33606 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.3796 | TimeScinceTaskStart: 3.383118 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.4276 | TimeScinceTaskStart: 3.431091 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.4743 | TimeScinceTaskStart: 3.477783 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.5219 | TimeScinceTaskStart: 3.525421 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.5696 | TimeScinceTaskStart: 3.57309 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.6146 | TimeScinceTaskStart: 3.618134 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.6602 | TimeScinceTaskStart: 3.663757 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.7105 | TimeScinceTaskStart: 3.713989 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.7837 | TimeScinceTaskStart: 3.787231 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.8294 | TimeScinceTaskStart: 3.832916 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.8752 | TimeScinceTaskStart: 3.878693 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.9207 | TimeScinceTaskStart: 3.924164 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 474.9661 | TimeScinceTaskStart: 3.969574 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.0118 | TimeScinceTaskStart: 4.01535 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.0566 | TimeScinceTaskStart: 4.06015 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.1022 | TimeScinceTaskStart: 4.105743 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.1487 | TimeScinceTaskStart: 4.152191 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.3214 | TimeScinceTaskStart: 4.324921 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.3675 | TimeScinceTaskStart: 4.371002 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 475.4138 | TimeScinceTaskStart: 4.417297 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.4782 | TimeScinceTaskStart: 14.48172 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.5375 | TimeScinceTaskStart: 14.54099 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.5847 | TimeScinceTaskStart: 14.58823 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.6322 | TimeScinceTaskStart: 14.63574 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.6794 | TimeScinceTaskStart: 14.68286 | Date is: day: 20 month: 7 2025 | Day of Year: 201
TimeSinceStartUP: 485.9057 | TimeScinceTaskStart: 14.90924 | Date is: day: 22 month: 7 2025 | Day of Year: 203
TimeSinceStartUP: 485.9632 | TimeScinceTaskStart: 14.96674 | Date is: day: 28 month: 7 2025 | Day of Year: 209
TimeSinceStartUP: 486.0182 | TimeScinceTaskStart: 15.02167 | Date is: day: 3 month: 8 2025 | Day of Year: 215
TimeSinceStartUP: 486.1004 | TimeScinceTaskStart: 15.10391 | Date is: day: 5 month: 8 2025 | Day of Year: 217
TimeSinceStartUP: 486.1454 | TimeScinceTaskStart: 15.14886 | Date is: day: 7 month: 8 2025 | Day of Year: 219
TimeSinceStartUP: 486.2043 | TimeScinceTaskStart: 15.20779 | Date is: day: 12 month: 8 2025 | Day of Year: 224
TimeSinceStartUP: 486.2495 | TimeScinceTaskStart: 15.25305 | Date is: day: 14 month: 8 2025 | Day of Year: 226
TimeSinceStartUP: 486.2946 | TimeScinceTaskStart: 15.29816 | Date is: day: 18 month: 8 2025 | Day of Year: 230
TimeSinceStartUP: 486.3401 | TimeScinceTaskStart: 15.34363 | Date is: day: 20 month: 8 2025 | Day of Year: 232
TimeSinceStartUP: 486.3858 | TimeScinceTaskStart: 15.38934 | Date is: day: 26 month: 8 2025 | Day of Year: 238
TimeSinceStartUP: 486.4312 | TimeScinceTaskStart: 15.43466 | Date is: day: 1 month: 9 2025 | Day of Year: 244
TimeSinceStartUP: 486.6105 | TimeScinceTaskStart: 15.61401 | Date is: day: 5 month: 9 2025 | Day of Year: 248
TimeSinceStartUP: 486.6576 | TimeScinceTaskStart: 15.66113 | Date is: day: 7 month: 9 2025 | Day of Year: 250
TimeSinceStartUP: 523.178 | TimeScinceTaskStart: 52.18155 | Date is: day: 7 month: 9 2025 | Day of Year: 250
