Aufgaben Daten
=====================================================================
Aufgabe: Aufgabe 2
System start time:  13:26:01
System start date:  24-04-2026
Datum: 24-04-2026
Uhrzeit Aufgaben Abschlus: 13:33:34
Benoetigte Zeit: 441.5976s
Start der Aufgabe nach System Start: 286.0144s
---------------------------------------------------------------------
Heatmap Reloads: 14
Reload Button Zeitpunkte:
Reload Button Press Number0: Triggerd(TimeSinceStartUP): 299.7562s | TimeSinceTaskStart: 13.74179s
Reload Button Press Number1: Triggerd(TimeSinceStartUP): 307.9818s | TimeSinceTaskStart: 21.96732s
Reload Button Press Number2: Triggerd(TimeSinceStartUP): 318.6628s | TimeSinceTaskStart: 32.64835s
Reload Button Press Number3: Triggerd(TimeSinceStartUP): 325.9196s | TimeSinceTaskStart: 39.90518s
Reload Button Press Number4: Triggerd(TimeSinceStartUP): 342.6679s | TimeSinceTaskStart: 56.65344s
Reload Button Press Number5: Triggerd(TimeSinceStartUP): 350.1394s | TimeSinceTaskStart: 64.125s
Reload Button Press Number6: Triggerd(TimeSinceStartUP): 372.3054s | TimeSinceTaskStart: 86.29099s
Reload Button Press Number7: Triggerd(TimeSinceStartUP): 382.0966s | TimeSinceTaskStart: 96.08221s
Reload Button Press Number8: Triggerd(TimeSinceStartUP): 391.9626s | TimeSinceTaskStart: 105.9482s
Reload Button Press Number9: Triggerd(TimeSinceStartUP): 406.0464s | TimeSinceTaskStart: 120.0319s
Reload Button Press Number10: Triggerd(TimeSinceStartUP): 413.0029s | TimeSinceTaskStart: 126.9885s
Reload Button Press Number11: Triggerd(TimeSinceStartUP): 424.4116s | TimeSinceTaskStart: 138.3972s
Reload Button Press Number12: Triggerd(TimeSinceStartUP): 506.6923s | TimeSinceTaskStart: 220.6779s
Reload Button Press Number13: Triggerd(TimeSinceStartUP): 691.5865s | TimeSinceTaskStart: 405.5721s
---------------------------------------------------------------------
Kamera zurueck zaehler: 1
Camera Back Button Zeitpunkte:
Back Button Press Number 0: Triggerd(TimeSinceStartUP): 327.5573s | TimeSinceTaskStart: 41.54282s
---------------------------------------------------------------------
Winkel aenderungs Zeitpunkte: 
TimeSinceStartUP: 436.6892s | TimeSinceTaskStart: 150.6748s | Winkel: 2°
TimeSinceStartUP: 479.084s | TimeSinceTaskStart: 193.0696s | Winkel: 35°
TimeSinceStartUP: 479.1612s | TimeSinceTaskStart: 193.1468s | Winkel: 42°
TimeSinceStartUP: 479.343s | TimeSinceTaskStart: 193.3286s | Winkel: 45°
TimeSinceStartUP: 479.4196s | TimeSinceTaskStart: 193.4051s | Winkel: 51°
TimeSinceStartUP: 479.4945s | TimeSinceTaskStart: 193.4801s | Winkel: 54°
TimeSinceStartUP: 479.5729s | TimeSinceTaskStart: 193.5584s | Winkel: 57°
TimeSinceStartUP: 479.6486s | TimeSinceTaskStart: 193.6342s | Winkel: 62°
TimeSinceStartUP: 479.7397s | TimeSinceTaskStart: 193.7252s | Winkel: 64°
TimeSinceStartUP: 479.8139s | TimeSinceTaskStart: 193.7995s | Winkel: 68°
TimeSinceStartUP: 479.8907s | TimeSinceTaskStart: 193.8762s | Winkel: 69°
TimeSinceStartUP: 480.0573s | TimeSinceTaskStart: 194.0428s | Winkel: 71°
TimeSinceStartUP: 480.2452s | TimeSinceTaskStart: 194.2307s | Winkel: 72°
TimeSinceStartUP: 480.3227s | TimeSinceTaskStart: 194.3082s | Winkel: 74°
TimeSinceStartUP: 480.5555s | TimeSinceTaskStart: 194.5411s | Winkel: 73°
TimeSinceStartUP: 480.6334s | TimeSinceTaskStart: 194.619s | Winkel: 71°
TimeSinceStartUP: 480.7003s | TimeSinceTaskStart: 194.6859s | Winkel: 70°
TimeSinceStartUP: 480.7693s | TimeSinceTaskStart: 194.7548s | Winkel: 68°
TimeSinceStartUP: 481.3851s | TimeSinceTaskStart: 195.3707s | Winkel: 70°
TimeSinceStartUP: 481.4602s | TimeSinceTaskStart: 195.4457s | Winkel: 73°
TimeSinceStartUP: 481.5573s | TimeSinceTaskStart: 195.5429s | Winkel: 74°
TimeSinceStartUP: 481.7822s | TimeSinceTaskStart: 195.7678s | Winkel: 75°
TimeSinceStartUP: 481.8563s | TimeSinceTaskStart: 195.8419s | Winkel: 76°
TimeSinceStartUP: 481.9427s | TimeSinceTaskStart: 195.9283s | Winkel: 77°
TimeSinceStartUP: 482.0168s | TimeSinceTaskStart: 196.0024s | Winkel: 78°
TimeSinceStartUP: 482.1755s | TimeSinceTaskStart: 196.161s | Winkel: 79°
TimeSinceStartUP: 482.2525s | TimeSinceTaskStart: 196.2381s | Winkel: 80°
TimeSinceStartUP: 482.328s | TimeSinceTaskStart: 196.3135s | Winkel: 81°
TimeSinceStartUP: 483.634s | TimeSinceTaskStart: 197.6196s | Winkel: 80°
TimeSinceStartUP: 483.8915s | TimeSinceTaskStart: 197.8771s | Winkel: 79°
TimeSinceStartUP: 484.0313s | TimeSinceTaskStart: 198.0168s | Winkel: 78°
TimeSinceStartUP: 484.4951s | TimeSinceTaskStart: 198.4807s | Winkel: 79°
TimeSinceStartUP: 484.5743s | TimeSinceTaskStart: 198.5599s | Winkel: 75°
TimeSinceStartUP: 484.6547s | TimeSinceTaskStart: 198.6403s | Winkel: 72°
TimeSinceStartUP: 484.731s | TimeSinceTaskStart: 198.7166s | Winkel: 69°
TimeSinceStartUP: 484.7987s | TimeSinceTaskStart: 198.7843s | Winkel: 68°
TimeSinceStartUP: 484.8654s | TimeSinceTaskStart: 198.851s | Winkel: 64°
TimeSinceStartUP: 484.9397s | TimeSinceTaskStart: 198.9252s | Winkel: 62°
TimeSinceStartUP: 485.0159s | TimeSinceTaskStart: 199.0014s | Winkel: 57°
TimeSinceStartUP: 485.0828s | TimeSinceTaskStart: 199.0684s | Winkel: 54°
TimeSinceStartUP: 485.1514s | TimeSinceTaskStart: 199.1369s | Winkel: 51°
TimeSinceStartUP: 485.2936s | TimeSinceTaskStart: 199.2792s | Winkel: 48°
TimeSinceStartUP: 485.5927s | TimeSinceTaskStart: 199.5783s | Winkel: 45°
TimeSinceStartUP: 485.6701s | TimeSinceTaskStart: 199.6557s | Winkel: 39°
TimeSinceStartUP: 496.6145s | TimeSinceTaskStart: 210.6001s | Winkel: 0°
TimeSinceStartUP: 496.7585s | TimeSinceTaskStart: 210.7441s | Winkel: 90°
TimeSinceStartUP: 497.8632s | TimeSinceTaskStart: 211.8488s | Winkel: 0°
TimeSinceStartUP: 497.9395s | TimeSinceTaskStart: 211.9251s | Winkel: 18°
TimeSinceStartUP: 498.0161s | TimeSinceTaskStart: 212.0016s | Winkel: 22°
TimeSinceStartUP: 498.3912s | TimeSinceTaskStart: 212.3767s | Winkel: 24°
TimeSinceStartUP: 498.4584s | TimeSinceTaskStart: 212.444s | Winkel: 26°
TimeSinceStartUP: 498.526s | TimeSinceTaskStart: 212.5116s | Winkel: 52°
TimeSinceStartUP: 498.5944s | TimeSinceTaskStart: 212.58s | Winkel: 55°
TimeSinceStartUP: 498.6623s | TimeSinceTaskStart: 212.6479s | Winkel: 62°
TimeSinceStartUP: 498.7294s | TimeSinceTaskStart: 212.715s | Winkel: 68°
TimeSinceStartUP: 498.8009s | TimeSinceTaskStart: 212.7865s | Winkel: 70°
TimeSinceStartUP: 498.8781s | TimeSinceTaskStart: 212.8636s | Winkel: 72°
TimeSinceStartUP: 499.0462s | TimeSinceTaskStart: 213.0317s | Winkel: 73°
TimeSinceStartUP: 499.1209s | TimeSinceTaskStart: 213.1065s | Winkel: 75°
TimeSinceStartUP: 499.3076s | TimeSinceTaskStart: 213.2932s | Winkel: 76°
TimeSinceStartUP: 499.4689s | TimeSinceTaskStart: 213.4545s | Winkel: 77°
TimeSinceStartUP: 499.6483s | TimeSinceTaskStart: 213.6338s | Winkel: 78°
TimeSinceStartUP: 499.7733s | TimeSinceTaskStart: 213.7588s | Winkel: 79°
TimeSinceStartUP: 499.8581s | TimeSinceTaskStart: 213.8436s | Winkel: 80°
TimeSinceStartUP: 500.0384s | TimeSinceTaskStart: 214.024s | Winkel: 81°
TimeSinceStartUP: 500.4684s | TimeSinceTaskStart: 214.454s | Winkel: 80°
TimeSinceStartUP: 500.5449s | TimeSinceTaskStart: 214.5305s | Winkel: 76°
TimeSinceStartUP: 500.6137s | TimeSinceTaskStart: 214.5993s | Winkel: 74°
TimeSinceStartUP: 500.6805s | TimeSinceTaskStart: 214.6661s | Winkel: 69°
TimeSinceStartUP: 500.7502s | TimeSinceTaskStart: 214.7358s | Winkel: 66°
TimeSinceStartUP: 500.8196s | TimeSinceTaskStart: 214.8052s | Winkel: 57°
TimeSinceStartUP: 500.8869s | TimeSinceTaskStart: 214.8725s | Winkel: 54°
TimeSinceStartUP: 500.9606s | TimeSinceTaskStart: 214.9462s | Winkel: 42°
TimeSinceStartUP: 501.038s | TimeSinceTaskStart: 215.0236s | Winkel: 39°
TimeSinceStartUP: 501.1483s | TimeSinceTaskStart: 215.1339s | Winkel: 36°
TimeSinceStartUP: 501.2244s | TimeSinceTaskStart: 215.21s | Winkel: 33°
TimeSinceStartUP: 501.3102s | TimeSinceTaskStart: 215.2958s | Winkel: 30°
TimeSinceStartUP: 501.3851s | TimeSinceTaskStart: 215.3706s | Winkel: 27°
TimeSinceStartUP: 501.4608s | TimeSinceTaskStart: 215.4463s | Winkel: 25°
TimeSinceStartUP: 501.5787s | TimeSinceTaskStart: 215.5642s | Winkel: 23°
TimeSinceStartUP: 501.6553s | TimeSinceTaskStart: 215.6409s | Winkel: 21°
TimeSinceStartUP: 501.8014s | TimeSinceTaskStart: 215.787s | Winkel: 20°
TimeSinceStartUP: 501.8772s | TimeSinceTaskStart: 215.8628s | Winkel: 16°
TimeSinceStartUP: 501.9451s | TimeSinceTaskStart: 215.9306s | Winkel: 15°
TimeSinceStartUP: 502.0125s | TimeSinceTaskStart: 215.998s | Winkel: 13°
TimeSinceStartUP: 502.4682s | TimeSinceTaskStart: 216.4538s | Winkel: 14°
TimeSinceStartUP: 502.5441s | TimeSinceTaskStart: 216.5297s | Winkel: 20°
TimeSinceStartUP: 502.6202s | TimeSinceTaskStart: 216.6058s | Winkel: 26°
TimeSinceStartUP: 521.5723s | TimeSinceTaskStart: 235.5579s | Winkel: 11°
TimeSinceStartUP: 521.9689s | TimeSinceTaskStart: 235.9544s | Winkel: 12°
TimeSinceStartUP: 522.0453s | TimeSinceTaskStart: 236.0309s | Winkel: 33°
TimeSinceStartUP: 522.1131s | TimeSinceTaskStart: 236.0987s | Winkel: 39°
TimeSinceStartUP: 522.1803s | TimeSinceTaskStart: 236.1659s | Winkel: 67°
TimeSinceStartUP: 522.2494s | TimeSinceTaskStart: 236.235s | Winkel: 70°
TimeSinceStartUP: 522.3169s | TimeSinceTaskStart: 236.3025s | Winkel: 73°
TimeSinceStartUP: 522.3842s | TimeSinceTaskStart: 236.3697s | Winkel: 74°
TimeSinceStartUP: 522.4611s | TimeSinceTaskStart: 236.4467s | Winkel: 75°
TimeSinceStartUP: 522.5383s | TimeSinceTaskStart: 236.5238s | Winkel: 76°
TimeSinceStartUP: 523.1423s | TimeSinceTaskStart: 237.1278s | Winkel: 75°
TimeSinceStartUP: 523.2181s | TimeSinceTaskStart: 237.2037s | Winkel: 72°
TimeSinceStartUP: 523.2874s | TimeSinceTaskStart: 237.273s | Winkel: 70°
TimeSinceStartUP: 523.3552s | TimeSinceTaskStart: 237.3407s | Winkel: 62°
TimeSinceStartUP: 523.4235s | TimeSinceTaskStart: 237.409s | Winkel: 53°
TimeSinceStartUP: 533.962s | TimeSinceTaskStart: 247.9476s | Winkel: 87°
TimeSinceStartUP: 533.9744s | TimeSinceTaskStart: 247.9599s | Winkel: 86°
TimeSinceStartUP: 534.0477s | TimeSinceTaskStart: 248.0332s | Winkel: 88°
TimeSinceStartUP: 534.1214s | TimeSinceTaskStart: 248.107s | Winkel: 0°
TimeSinceStartUP: 534.504s | TimeSinceTaskStart: 248.4896s | Winkel: 90°
TimeSinceStartUP: 534.5876s | TimeSinceTaskStart: 248.5732s | Winkel: 81°
TimeSinceStartUP: 534.6638s | TimeSinceTaskStart: 248.6493s | Winkel: 86°
TimeSinceStartUP: 534.8234s | TimeSinceTaskStart: 248.809s | Winkel: 87°
TimeSinceStartUP: 535.0128s | TimeSinceTaskStart: 248.9984s | Winkel: 83°
TimeSinceStartUP: 535.087s | TimeSinceTaskStart: 249.0725s | Winkel: 66°
TimeSinceStartUP: 535.1633s | TimeSinceTaskStart: 249.1489s | Winkel: 59°
TimeSinceStartUP: 535.2408s | TimeSinceTaskStart: 249.2263s | Winkel: 55°
TimeSinceStartUP: 535.3162s | TimeSinceTaskStart: 249.3017s | Winkel: 51°
TimeSinceStartUP: 535.3925s | TimeSinceTaskStart: 249.3781s | Winkel: 45°
TimeSinceStartUP: 535.4907s | TimeSinceTaskStart: 249.4762s | Winkel: 42°
TimeSinceStartUP: 535.58s | TimeSinceTaskStart: 249.5655s | Winkel: 40°
TimeSinceStartUP: 535.6576s | TimeSinceTaskStart: 249.6432s | Winkel: 37°
TimeSinceStartUP: 536.0107s | TimeSinceTaskStart: 249.9962s | Winkel: 35°
TimeSinceStartUP: 536.0878s | TimeSinceTaskStart: 250.0733s | Winkel: 33°
TimeSinceStartUP: 536.1635s | TimeSinceTaskStart: 250.1491s | Winkel: 32°
TimeSinceStartUP: 536.3247s | TimeSinceTaskStart: 250.3103s | Winkel: 30°
TimeSinceStartUP: 536.4769s | TimeSinceTaskStart: 250.4624s | Winkel: 28°
TimeSinceStartUP: 536.5541s | TimeSinceTaskStart: 250.5396s | Winkel: 26°
TimeSinceStartUP: 536.5571s | TimeSinceTaskStart: 250.5427s | Winkel: 25°
TimeSinceStartUP: 536.6658s | TimeSinceTaskStart: 250.6513s | Winkel: 23°
TimeSinceStartUP: 536.7432s | TimeSinceTaskStart: 250.7287s | Winkel: 21°
TimeSinceStartUP: 536.8516s | TimeSinceTaskStart: 250.8372s | Winkel: 20°
TimeSinceStartUP: 536.9277s | TimeSinceTaskStart: 250.9132s | Winkel: 19°
TimeSinceStartUP: 536.9308s | TimeSinceTaskStart: 250.9164s | Winkel: 18°
TimeSinceStartUP: 537.2731s | TimeSinceTaskStart: 251.2586s | Winkel: 19°
TimeSinceStartUP: 537.4205s | TimeSinceTaskStart: 251.4061s | Winkel: 20°
TimeSinceStartUP: 537.4327s | TimeSinceTaskStart: 251.4183s | Winkel: 21°
TimeSinceStartUP: 537.5125s | TimeSinceTaskStart: 251.4981s | Winkel: 22°
TimeSinceStartUP: 537.5799s | TimeSinceTaskStart: 251.5655s | Winkel: 23°
TimeSinceStartUP: 537.6472s | TimeSinceTaskStart: 251.6328s | Winkel: 25°
TimeSinceStartUP: 537.728s | TimeSinceTaskStart: 251.7136s | Winkel: 26°
TimeSinceStartUP: 537.8024s | TimeSinceTaskStart: 251.7879s | Winkel: 29°
TimeSinceStartUP: 537.8788s | TimeSinceTaskStart: 251.8644s | Winkel: 31°
TimeSinceStartUP: 537.8911s | TimeSinceTaskStart: 251.8767s | Winkel: 32°
TimeSinceStartUP: 537.9941s | TimeSinceTaskStart: 251.9797s | Winkel: 34°
TimeSinceStartUP: 538.2121s | TimeSinceTaskStart: 252.1977s | Winkel: 36°
TimeSinceStartUP: 541.5597s | TimeSinceTaskStart: 255.5453s | Winkel: 38°
TimeSinceStartUP: 541.7636s | TimeSinceTaskStart: 255.7492s | Winkel: 41°
TimeSinceStartUP: 542.2891s | TimeSinceTaskStart: 256.2746s | Winkel: 43°
TimeSinceStartUP: 542.3961s | TimeSinceTaskStart: 256.3816s | Winkel: 45°
TimeSinceStartUP: 542.4698s | TimeSinceTaskStart: 256.4554s | Winkel: 47°
TimeSinceStartUP: 543.2957s | TimeSinceTaskStart: 257.2812s | Winkel: 49°
TimeSinceStartUP: 543.3721s | TimeSinceTaskStart: 257.3577s | Winkel: 52°
TimeSinceStartUP: 543.6647s | TimeSinceTaskStart: 257.6503s | Winkel: 54°
TimeSinceStartUP: 543.8654s | TimeSinceTaskStart: 257.851s | Winkel: 56°
TimeSinceStartUP: 544.4145s | TimeSinceTaskStart: 258.4001s | Winkel: 54°
TimeSinceStartUP: 544.4903s | TimeSinceTaskStart: 258.4759s | Winkel: 52°
TimeSinceStartUP: 544.5668s | TimeSinceTaskStart: 258.5524s | Winkel: 50°
TimeSinceStartUP: 586.3045s | TimeSinceTaskStart: 300.2901s | Winkel: 69°
TimeSinceStartUP: 586.3725s | TimeSinceTaskStart: 300.3581s | Winkel: 68°
TimeSinceStartUP: 586.8069s | TimeSinceTaskStart: 300.7924s | Winkel: 69°
TimeSinceStartUP: 586.8812s | TimeSinceTaskStart: 300.8668s | Winkel: 72°
TimeSinceStartUP: 586.9572s | TimeSinceTaskStart: 300.9427s | Winkel: 73°
TimeSinceStartUP: 587.0352s | TimeSinceTaskStart: 301.0207s | Winkel: 74°
TimeSinceStartUP: 587.2265s | TimeSinceTaskStart: 301.2121s | Winkel: 73°
TimeSinceStartUP: 587.3392s | TimeSinceTaskStart: 301.3248s | Winkel: 72°
TimeSinceStartUP: 587.4166s | TimeSinceTaskStart: 301.4021s | Winkel: 65°
TimeSinceStartUP: 587.4839s | TimeSinceTaskStart: 301.4695s | Winkel: 63°
TimeSinceStartUP: 587.554s | TimeSinceTaskStart: 301.5396s | Winkel: 61°
TimeSinceStartUP: 587.6222s | TimeSinceTaskStart: 301.6078s | Winkel: 59°
TimeSinceStartUP: 587.6891s | TimeSinceTaskStart: 301.6747s | Winkel: 52°
TimeSinceStartUP: 587.7582s | TimeSinceTaskStart: 301.7437s | Winkel: 47°
TimeSinceStartUP: 587.8342s | TimeSinceTaskStart: 301.8197s | Winkel: 43°
TimeSinceStartUP: 587.9094s | TimeSinceTaskStart: 301.8949s | Winkel: 41°
TimeSinceStartUP: 588.2488s | TimeSinceTaskStart: 302.2344s | Winkel: 38°
TimeSinceStartUP: 588.3268s | TimeSinceTaskStart: 302.3123s | Winkel: 36°
TimeSinceStartUP: 588.9805s | TimeSinceTaskStart: 302.966s | Winkel: 38°
TimeSinceStartUP: 589.0545s | TimeSinceTaskStart: 303.0401s | Winkel: 41°
TimeSinceStartUP: 589.7217s | TimeSinceTaskStart: 303.7072s | Winkel: 43°
TimeSinceStartUP: 590.1168s | TimeSinceTaskStart: 304.1024s | Winkel: 45°
TimeSinceStartUP: 590.194s | TimeSinceTaskStart: 304.1795s | Winkel: 47°
TimeSinceStartUP: 590.7076s | TimeSinceTaskStart: 304.6932s | Winkel: 49°
TimeSinceStartUP: 590.8531s | TimeSinceTaskStart: 304.8387s | Winkel: 51°
TimeSinceStartUP: 590.9871s | TimeSinceTaskStart: 304.9726s | Winkel: 53°
TimeSinceStartUP: 591.0615s | TimeSinceTaskStart: 305.047s | Winkel: 55°
TimeSinceStartUP: 591.2233s | TimeSinceTaskStart: 305.2088s | Winkel: 56°
TimeSinceStartUP: 591.2994s | TimeSinceTaskStart: 305.285s | Winkel: 60°
TimeSinceStartUP: 591.435s | TimeSinceTaskStart: 305.4206s | Winkel: 61°
TimeSinceStartUP: 591.9228s | TimeSinceTaskStart: 305.9084s | Winkel: 63°
TimeSinceStartUP: 592.1451s | TimeSinceTaskStart: 306.1306s | Winkel: 64°
TimeSinceStartUP: 592.7639s | TimeSinceTaskStart: 306.7494s | Winkel: 63°
TimeSinceStartUP: 592.9094s | TimeSinceTaskStart: 306.895s | Winkel: 61°
TimeSinceStartUP: 592.9853s | TimeSinceTaskStart: 306.9709s | Winkel: 60°
TimeSinceStartUP: 593.0762s | TimeSinceTaskStart: 307.0618s | Winkel: 58°
TimeSinceStartUP: 593.1532s | TimeSinceTaskStart: 307.1388s | Winkel: 56°
TimeSinceStartUP: 593.2909s | TimeSinceTaskStart: 307.2765s | Winkel: 55°
TimeSinceStartUP: 593.7213s | TimeSinceTaskStart: 307.7068s | Winkel: 53°
