=====================================================================
Aufgabe: Aufgabe 1
System start time:  12:51:31
System start date:  08-05-2026
Datum: 08-05-2026
Uhrzeit Aufgaben Abschlus: 12:58:35
Benoetigte Zeit: 361.2578s
Start der Aufgabe nach System Start: 9443.662s
---------------------------------------------------------------------
Heatmap Reloads: 4
Reload Button Zeitpunkte:
Reload Button Press Number0: Triggerd(TimeSinceStartUP): 9483.013s | TimeSinceTaskStart: 39.35059s
Reload Button Press Number1: Triggerd(TimeSinceStartUP): 9484.962s | TimeSinceTaskStart: 41.2998s
Reload Button Press Number2: Triggerd(TimeSinceStartUP): 9516.914s | TimeSinceTaskStart: 73.25195s
Reload Button Press Number3: Triggerd(TimeSinceStartUP): 9518.885s | TimeSinceTaskStart: 75.22266s
---------------------------------------------------------------------
Kamera zurueck zaehler: 0
Camera Back Button Zeitpunkte:
---------------------------------------------------------------------
Winkel aenderungs Zeitpunkte: 
TimeSinceStartUP: 9502.246s | TimeSinceTaskStart: 58.58398s | Winkel: 29°
TimeSinceStartUP: 9552.763s | TimeSinceTaskStart: 109.1006s | Winkel: 47°
TimeSinceStartUP: 9552.963s | TimeSinceTaskStart: 109.3008s | Winkel: 48°
TimeSinceStartUP: 9553.093s | TimeSinceTaskStart: 109.4307s | Winkel: 47°
TimeSinceStartUP: 9553.263s | TimeSinceTaskStart: 109.6006s | Winkel: 48°
TimeSinceStartUP: 9553.388s | TimeSinceTaskStart: 109.7256s | Winkel: 47°
TimeSinceStartUP: 9553.53s | TimeSinceTaskStart: 109.8682s | Winkel: 48°
TimeSinceStartUP: 9553.729s | TimeSinceTaskStart: 110.0664s | Winkel: 47°
TimeSinceStartUP: 9554.068s | TimeSinceTaskStart: 110.4063s | Winkel: 48°
TimeSinceStartUP: 9554.179s | TimeSinceTaskStart: 110.5166s | Winkel: 47°
TimeSinceStartUP: 9554.288s | TimeSinceTaskStart: 110.626s | Winkel: 48°
TimeSinceStartUP: 9554.397s | TimeSinceTaskStart: 110.7354s | Winkel: 47°
TimeSinceStartUP: 9554.506s | TimeSinceTaskStart: 110.8438s | Winkel: 48°
TimeSinceStartUP: 9554.614s | TimeSinceTaskStart: 110.9521s | Winkel: 47°
TimeSinceStartUP: 9554.88s | TimeSinceTaskStart: 111.2178s | Winkel: 48°
TimeSinceStartUP: 9555.008s | TimeSinceTaskStart: 111.3457s | Winkel: 47°
TimeSinceStartUP: 9555.116s | TimeSinceTaskStart: 111.4541s | Winkel: 48°
TimeSinceStartUP: 9555.227s | TimeSinceTaskStart: 111.5645s | Winkel: 47°
TimeSinceStartUP: 9555.335s | TimeSinceTaskStart: 111.6729s | Winkel: 48°
TimeSinceStartUP: 9555.452s | TimeSinceTaskStart: 111.79s | Winkel: 47°
TimeSinceStartUP: 9555.561s | TimeSinceTaskStart: 111.8984s | Winkel: 48°
TimeSinceStartUP: 9555.698s | TimeSinceTaskStart: 112.0361s | Winkel: 47°
TimeSinceStartUP: 9556.58s | TimeSinceTaskStart: 112.918s | Winkel: 48°
TimeSinceStartUP: 9556.708s | TimeSinceTaskStart: 113.0459s | Winkel: 47°
TimeSinceStartUP: 9556.818s | TimeSinceTaskStart: 113.1563s | Winkel: 48°
TimeSinceStartUP: 9556.927s | TimeSinceTaskStart: 113.2646s | Winkel: 47°
TimeSinceStartUP: 9557.048s | TimeSinceTaskStart: 113.3857s | Winkel: 48°
TimeSinceStartUP: 9557.167s | TimeSinceTaskStart: 113.5049s | Winkel: 47°
TimeSinceStartUP: 9557.278s | TimeSinceTaskStart: 113.6162s | Winkel: 48°
TimeSinceStartUP: 9557.513s | TimeSinceTaskStart: 113.8506s | Winkel: 47°
TimeSinceStartUP: 9557.629s | TimeSinceTaskStart: 113.9668s | Winkel: 48°
TimeSinceStartUP: 9557.736s | TimeSinceTaskStart: 114.0742s | Winkel: 47°
TimeSinceStartUP: 9558.028s | TimeSinceTaskStart: 114.3662s | Winkel: 48°
TimeSinceStartUP: 9558.212s | TimeSinceTaskStart: 114.5498s | Winkel: 47°
TimeSinceStartUP: 9558.713s | TimeSinceTaskStart: 115.0508s | Winkel: 48°
TimeSinceStartUP: 9558.84s | TimeSinceTaskStart: 115.1777s | Winkel: 47°
TimeSinceStartUP: 9559.13s | TimeSinceTaskStart: 115.4678s | Winkel: 48°
TimeSinceStartUP: 9559.396s | TimeSinceTaskStart: 115.7344s | Winkel: 47°
TimeSinceStartUP: 9559.929s | TimeSinceTaskStart: 116.2666s | Winkel: 48°
TimeSinceStartUP: 9560.048s | TimeSinceTaskStart: 116.3857s | Winkel: 47°
TimeSinceStartUP: 9560.796s | TimeSinceTaskStart: 117.1338s | Winkel: 48°
TimeSinceStartUP: 9560.921s | TimeSinceTaskStart: 117.2588s | Winkel: 47°
TimeSinceStartUP: 9561.479s | TimeSinceTaskStart: 117.8174s | Winkel: 48°
TimeSinceStartUP: 9561.646s | TimeSinceTaskStart: 117.9834s | Winkel: 47°
TimeSinceStartUP: 9561.979s | TimeSinceTaskStart: 118.3164s | Winkel: 48°
TimeSinceStartUP: 9562.096s | TimeSinceTaskStart: 118.4336s | Winkel: 47°
TimeSinceStartUP: 9562.246s | TimeSinceTaskStart: 118.584s | Winkel: 48°
TimeSinceStartUP: 9562.579s | TimeSinceTaskStart: 118.917s | Winkel: 47°
TimeSinceStartUP: 9562.896s | TimeSinceTaskStart: 119.2344s | Winkel: 48°
TimeSinceStartUP: 9563.014s | TimeSinceTaskStart: 119.3516s | Winkel: 47°
TimeSinceStartUP: 9563.296s | TimeSinceTaskStart: 119.6338s | Winkel: 48°
TimeSinceStartUP: 9563.402s | TimeSinceTaskStart: 119.7402s | Winkel: 47°
TimeSinceStartUP: 9563.514s | TimeSinceTaskStart: 119.8516s | Winkel: 48°
TimeSinceStartUP: 9563.597s | TimeSinceTaskStart: 119.9346s | Winkel: 47°
TimeSinceStartUP: 9563.713s | TimeSinceTaskStart: 120.0508s | Winkel: 48°
TimeSinceStartUP: 9563.819s | TimeSinceTaskStart: 120.1572s | Winkel: 47°
TimeSinceStartUP: 9564.847s | TimeSinceTaskStart: 121.1846s | Winkel: 48°
TimeSinceStartUP: 9564.976s | TimeSinceTaskStart: 121.3135s | Winkel: 47°
TimeSinceStartUP: 9565.13s | TimeSinceTaskStart: 121.4678s | Winkel: 48°
TimeSinceStartUP: 9565.275s | TimeSinceTaskStart: 121.6133s | Winkel: 47°
TimeSinceStartUP: 9565.696s | TimeSinceTaskStart: 122.0342s | Winkel: 48°
TimeSinceStartUP: 9565.822s | TimeSinceTaskStart: 122.1602s | Winkel: 47°
TimeSinceStartUP: 9566.296s | TimeSinceTaskStart: 122.6338s | Winkel: 48°
TimeSinceStartUP: 9566.429s | TimeSinceTaskStart: 122.7666s | Winkel: 47°
TimeSinceStartUP: 9566.712s | TimeSinceTaskStart: 123.0498s | Winkel: 48°
TimeSinceStartUP: 9566.824s | TimeSinceTaskStart: 123.1621s | Winkel: 47°
TimeSinceStartUP: 9566.933s | TimeSinceTaskStart: 123.2705s | Winkel: 48°
TimeSinceStartUP: 9567.042s | TimeSinceTaskStart: 123.3799s | Winkel: 47°
TimeSinceStartUP: 9567.263s | TimeSinceTaskStart: 123.6006s | Winkel: 48°
TimeSinceStartUP: 9567.384s | TimeSinceTaskStart: 123.7217s | Winkel: 47°
TimeSinceStartUP: 9567.813s | TimeSinceTaskStart: 124.1514s | Winkel: 48°
TimeSinceStartUP: 9567.921s | TimeSinceTaskStart: 124.2588s | Winkel: 47°
TimeSinceStartUP: 9568.446s | TimeSinceTaskStart: 124.7842s | Winkel: 48°
TimeSinceStartUP: 9568.558s | TimeSinceTaskStart: 124.8955s | Winkel: 47°
TimeSinceStartUP: 9568.667s | TimeSinceTaskStart: 125.0049s | Winkel: 48°
TimeSinceStartUP: 9568.964s | TimeSinceTaskStart: 125.3018s | Winkel: 47°
TimeSinceStartUP: 9569.963s | TimeSinceTaskStart: 126.3008s | Winkel: 48°
TimeSinceStartUP: 9570.168s | TimeSinceTaskStart: 126.5059s | Winkel: 47°
TimeSinceStartUP: 9570.297s | TimeSinceTaskStart: 126.6348s | Winkel: 48°
TimeSinceStartUP: 9570.413s | TimeSinceTaskStart: 126.751s | Winkel: 47°
TimeSinceStartUP: 9570.548s | TimeSinceTaskStart: 126.8857s | Winkel: 48°
TimeSinceStartUP: 9570.667s | TimeSinceTaskStart: 127.0049s | Winkel: 47°
TimeSinceStartUP: 9570.776s | TimeSinceTaskStart: 127.1143s | Winkel: 48°
TimeSinceStartUP: 9570.889s | TimeSinceTaskStart: 127.2266s | Winkel: 47°
TimeSinceStartUP: 9571.209s | TimeSinceTaskStart: 127.5469s | Winkel: 48°
TimeSinceStartUP: 9571.23s | TimeSinceTaskStart: 127.5684s | Winkel: 47°
TimeSinceStartUP: 9571.339s | TimeSinceTaskStart: 127.6768s | Winkel: 48°
TimeSinceStartUP: 9571.479s | TimeSinceTaskStart: 127.8164s | Winkel: 47°
TimeSinceStartUP: 9572.046s | TimeSinceTaskStart: 128.3838s | Winkel: 48°
TimeSinceStartUP: 9572.154s | TimeSinceTaskStart: 128.4922s | Winkel: 47°
TimeSinceStartUP: 9572.263s | TimeSinceTaskStart: 128.6006s | Winkel: 48°
TimeSinceStartUP: 9572.372s | TimeSinceTaskStart: 128.71s | Winkel: 47°
TimeSinceStartUP: 9572.896s | TimeSinceTaskStart: 129.2344s | Winkel: 48°
TimeSinceStartUP: 9573.24s | TimeSinceTaskStart: 129.5781s | Winkel: 47°
TimeSinceStartUP: 9573.279s | TimeSinceTaskStart: 129.6172s | Winkel: 48°
TimeSinceStartUP: 9573.388s | TimeSinceTaskStart: 129.7256s | Winkel: 47°
TimeSinceStartUP: 9573.496s | TimeSinceTaskStart: 129.834s | Winkel: 48°
TimeSinceStartUP: 9573.607s | TimeSinceTaskStart: 129.9453s | Winkel: 47°
TimeSinceStartUP: 9574.034s | TimeSinceTaskStart: 130.3721s | Winkel: 48°
TimeSinceStartUP: 9574.101s | TimeSinceTaskStart: 130.4385s | Winkel: 47°
TimeSinceStartUP: 9574.496s | TimeSinceTaskStart: 130.834s | Winkel: 48°
TimeSinceStartUP: 9574.619s | TimeSinceTaskStart: 130.957s | Winkel: 47°
TimeSinceStartUP: 9574.737s | TimeSinceTaskStart: 131.0752s | Winkel: 48°
TimeSinceStartUP: 9574.846s | TimeSinceTaskStart: 131.1836s | Winkel: 47°
TimeSinceStartUP: 9574.955s | TimeSinceTaskStart: 131.293s | Winkel: 48°
TimeSinceStartUP: 9575.263s | TimeSinceTaskStart: 131.6006s | Winkel: 47°
TimeSinceStartUP: 9575.279s | TimeSinceTaskStart: 131.6172s | Winkel: 48°
TimeSinceStartUP: 9575.313s | TimeSinceTaskStart: 131.6504s | Winkel: 47°
TimeSinceStartUP: 9575.425s | TimeSinceTaskStart: 131.7627s | Winkel: 48°
TimeSinceStartUP: 9575.535s | TimeSinceTaskStart: 131.873s | Winkel: 47°
TimeSinceStartUP: 9576.296s | TimeSinceTaskStart: 132.6338s | Winkel: 48°
TimeSinceStartUP: 9576.445s | TimeSinceTaskStart: 132.7832s | Winkel: 47°
TimeSinceStartUP: 9576.697s | TimeSinceTaskStart: 133.0352s | Winkel: 48°
TimeSinceStartUP: 9576.827s | TimeSinceTaskStart: 133.165s | Winkel: 47°
TimeSinceStartUP: 9576.99s | TimeSinceTaskStart: 133.3281s | Winkel: 48°
TimeSinceStartUP: 9577.1s | TimeSinceTaskStart: 133.4375s | Winkel: 47°
TimeSinceStartUP: 9577.413s | TimeSinceTaskStart: 133.751s | Winkel: 48°
TimeSinceStartUP: 9577.797s | TimeSinceTaskStart: 134.1348s | Winkel: 47°
TimeSinceStartUP: 9577.925s | TimeSinceTaskStart: 134.2627s | Winkel: 48°
TimeSinceStartUP: 9578.033s | TimeSinceTaskStart: 134.3711s | Winkel: 47°
TimeSinceStartUP: 9578.144s | TimeSinceTaskStart: 134.4814s | Winkel: 48°
TimeSinceStartUP: 9578.333s | TimeSinceTaskStart: 134.6709s | Winkel: 47°
TimeSinceStartUP: 9578.441s | TimeSinceTaskStart: 134.7793s | Winkel: 48°
TimeSinceStartUP: 9578.742s | TimeSinceTaskStart: 135.0801s | Winkel: 47°
TimeSinceStartUP: 9579.112s | TimeSinceTaskStart: 135.4502s | Winkel: 48°
TimeSinceStartUP: 9579.313s | TimeSinceTaskStart: 135.6504s | Winkel: 47°
TimeSinceStartUP: 9579.422s | TimeSinceTaskStart: 135.7598s | Winkel: 48°
TimeSinceStartUP: 9579.53s | TimeSinceTaskStart: 135.8682s | Winkel: 47°
TimeSinceStartUP: 9580.329s | TimeSinceTaskStart: 136.667s | Winkel: 48°
TimeSinceStartUP: 9580.443s | TimeSinceTaskStart: 136.7813s | Winkel: 47°
TimeSinceStartUP: 9580.554s | TimeSinceTaskStart: 136.8916s | Winkel: 48°
TimeSinceStartUP: 9580.662s | TimeSinceTaskStart: 137s | Winkel: 47°
TimeSinceStartUP: 9580.796s | TimeSinceTaskStart: 137.1338s | Winkel: 48°
TimeSinceStartUP: 9580.878s | TimeSinceTaskStart: 137.2158s | Winkel: 47°
TimeSinceStartUP: 9580.946s | TimeSinceTaskStart: 137.2842s | Winkel: 48°
TimeSinceStartUP: 9581.056s | TimeSinceTaskStart: 137.3936s | Winkel: 47°
TimeSinceStartUP: 9581.181s | TimeSinceTaskStart: 137.5186s | Winkel: 48°
TimeSinceStartUP: 9581.298s | TimeSinceTaskStart: 137.6357s | Winkel: 47°
TimeSinceStartUP: 9581.748s | TimeSinceTaskStart: 138.0859s | Winkel: 48°
TimeSinceStartUP: 9581.877s | TimeSinceTaskStart: 138.2148s | Winkel: 47°
