Aufgaben Daten
=====================================================================
Aufgabe: Aufgabe 1
System start time:  19:25:28
System start date:  21-05-2026
Datum: 21-05-2026
Uhrzeit Aufgaben Abschlus: 19:33:58
Benoetigte Zeit: 449.4286s
Start der Aufgabe nach System Start: 355.2633s
---------------------------------------------------------------------
Heatmap Reloads: 7
Reload Button Zeitpunkte:
Reload Button Press Number0: Triggerd(TimeSinceStartUP): 368.346s | TimeSinceTaskStart: 13.08267s
Reload Button Press Number1: Triggerd(TimeSinceStartUP): 393.3705s | TimeSinceTaskStart: 38.10721s
Reload Button Press Number2: Triggerd(TimeSinceStartUP): 426.3703s | TimeSinceTaskStart: 71.10699s
Reload Button Press Number3: Triggerd(TimeSinceStartUP): 576.2173s | TimeSinceTaskStart: 220.954s
Reload Button Press Number4: Triggerd(TimeSinceStartUP): 621.3395s | TimeSinceTaskStart: 266.0762s
Reload Button Press Number5: Triggerd(TimeSinceStartUP): 631.9355s | TimeSinceTaskStart: 276.6722s
Reload Button Press Number6: Triggerd(TimeSinceStartUP): 770.4163s | TimeSinceTaskStart: 415.153s
---------------------------------------------------------------------
Kamera zurueck zaehler: 1
Camera Back Button Zeitpunkte:
Back Button Press Number 0: Triggerd(TimeSinceStartUP): 568.4826s | TimeSinceTaskStart: 213.2193s
---------------------------------------------------------------------
Winkel aenderungs Zeitpunkte: 
TimeSinceStartUP: 432.3093s | TimeSinceTaskStart: 77.04596s | Winkel: 3°
TimeSinceStartUP: 530.4894s | TimeSinceTaskStart: 175.2261s | Winkel: 60°
TimeSinceStartUP: 530.5594s | TimeSinceTaskStart: 175.2961s | Winkel: 48°
TimeSinceStartUP: 530.6356s | TimeSinceTaskStart: 175.3723s | Winkel: 42°
TimeSinceStartUP: 530.7006s | TimeSinceTaskStart: 175.4373s | Winkel: 40°
TimeSinceStartUP: 531.1105s | TimeSinceTaskStart: 175.8472s | Winkel: 37°
TimeSinceStartUP: 531.1808s | TimeSinceTaskStart: 175.9175s | Winkel: 25°
TimeSinceStartUP: 531.2552s | TimeSinceTaskStart: 175.9919s | Winkel: 23°
TimeSinceStartUP: 531.5458s | TimeSinceTaskStart: 176.2825s | Winkel: 25°
TimeSinceStartUP: 531.6122s | TimeSinceTaskStart: 176.3489s | Winkel: 26°
TimeSinceStartUP: 531.6775s | TimeSinceTaskStart: 176.4142s | Winkel: 35°
TimeSinceStartUP: 531.7436s | TimeSinceTaskStart: 176.4803s | Winkel: 48°
TimeSinceStartUP: 531.8087s | TimeSinceTaskStart: 176.5454s | Winkel: 60°
TimeSinceStartUP: 531.8741s | TimeSinceTaskStart: 176.6108s | Winkel: 62°
TimeSinceStartUP: 531.9382s | TimeSinceTaskStart: 176.6749s | Winkel: 68°
TimeSinceStartUP: 532.0022s | TimeSinceTaskStart: 176.7389s | Winkel: 71°
TimeSinceStartUP: 532.0677s | TimeSinceTaskStart: 176.8044s | Winkel: 72°
TimeSinceStartUP: 532.1319s | TimeSinceTaskStart: 176.8686s | Winkel: 73°
TimeSinceStartUP: 532.1969s | TimeSinceTaskStart: 176.9336s | Winkel: 75°
TimeSinceStartUP: 532.3467s | TimeSinceTaskStart: 177.0834s | Winkel: 76°
TimeSinceStartUP: 532.4399s | TimeSinceTaskStart: 177.1766s | Winkel: 77°
TimeSinceStartUP: 532.7002s | TimeSinceTaskStart: 177.4369s | Winkel: 78°
TimeSinceStartUP: 532.77s | TimeSinceTaskStart: 177.5067s | Winkel: 80°
TimeSinceStartUP: 648.241s | TimeSinceTaskStart: 292.9777s | Winkel: 89°
TimeSinceStartUP: 648.4814s | TimeSinceTaskStart: 293.2181s | Winkel: 88°
TimeSinceStartUP: 649.0154s | TimeSinceTaskStart: 293.7521s | Winkel: 87°
TimeSinceStartUP: 649.0246s | TimeSinceTaskStart: 293.7613s | Winkel: 86°
TimeSinceStartUP: 649.1008s | TimeSinceTaskStart: 293.8375s | Winkel: 84°
TimeSinceStartUP: 649.1711s | TimeSinceTaskStart: 293.9078s | Winkel: 83°
TimeSinceStartUP: 649.2454s | TimeSinceTaskStart: 293.9821s | Winkel: 82°
TimeSinceStartUP: 649.3232s | TimeSinceTaskStart: 294.0599s | Winkel: 81°
TimeSinceStartUP: 649.3945s | TimeSinceTaskStart: 294.1312s | Winkel: 66°
TimeSinceStartUP: 649.4705s | TimeSinceTaskStart: 294.2072s | Winkel: 20°
TimeSinceStartUP: 649.5364s | TimeSinceTaskStart: 294.2731s | Winkel: 18°
TimeSinceStartUP: 649.7131s | TimeSinceTaskStart: 294.4498s | Winkel: 17°
TimeSinceStartUP: 649.7827s | TimeSinceTaskStart: 294.5194s | Winkel: 15°
TimeSinceStartUP: 649.9689s | TimeSinceTaskStart: 294.7056s | Winkel: 14°
TimeSinceStartUP: 650.0392s | TimeSinceTaskStart: 294.7759s | Winkel: 9°
TimeSinceStartUP: 650.2455s | TimeSinceTaskStart: 294.9822s | Winkel: 8°
TimeSinceStartUP: 650.2492s | TimeSinceTaskStart: 294.9859s | Winkel: 7°
TimeSinceStartUP: 650.3173s | TimeSinceTaskStart: 295.054s | Winkel: 6°
TimeSinceStartUP: 650.3922s | TimeSinceTaskStart: 295.1288s | Winkel: 5°
TimeSinceStartUP: 650.4677s | TimeSinceTaskStart: 295.2044s | Winkel: 4°
TimeSinceStartUP: 650.9937s | TimeSinceTaskStart: 295.7303s | Winkel: 5°
TimeSinceStartUP: 651.095s | TimeSinceTaskStart: 295.8317s | Winkel: 6°
TimeSinceStartUP: 651.1672s | TimeSinceTaskStart: 295.9039s | Winkel: 8°
TimeSinceStartUP: 651.2437s | TimeSinceTaskStart: 295.9803s | Winkel: 10°
TimeSinceStartUP: 651.3188s | TimeSinceTaskStart: 296.0555s | Winkel: 15°
TimeSinceStartUP: 651.3217s | TimeSinceTaskStart: 296.0584s | Winkel: 16°
TimeSinceStartUP: 651.395s | TimeSinceTaskStart: 296.1317s | Winkel: 18°
TimeSinceStartUP: 651.4692s | TimeSinceTaskStart: 296.2059s | Winkel: 20°
TimeSinceStartUP: 651.5446s | TimeSinceTaskStart: 296.2813s | Winkel: 25°
TimeSinceStartUP: 651.6102s | TimeSinceTaskStart: 296.3469s | Winkel: 28°
TimeSinceStartUP: 651.675s | TimeSinceTaskStart: 296.4117s | Winkel: 33°
TimeSinceStartUP: 652.3072s | TimeSinceTaskStart: 297.0439s | Winkel: 37°
TimeSinceStartUP: 652.3771s | TimeSinceTaskStart: 297.1138s | Winkel: 41°
TimeSinceStartUP: 652.5482s | TimeSinceTaskStart: 297.2849s | Winkel: 45°
TimeSinceStartUP: 652.9448s | TimeSinceTaskStart: 297.6815s | Winkel: 41°
TimeSinceStartUP: 653.0096s | TimeSinceTaskStart: 297.7463s | Winkel: 37°
TimeSinceStartUP: 653.075s | TimeSinceTaskStart: 297.8117s | Winkel: 31°
TimeSinceStartUP: 653.1414s | TimeSinceTaskStart: 297.8781s | Winkel: 28°
TimeSinceStartUP: 653.3293s | TimeSinceTaskStart: 298.066s | Winkel: 26°
TimeSinceStartUP: 653.4193s | TimeSinceTaskStart: 298.1559s | Winkel: 23°
TimeSinceStartUP: 653.5164s | TimeSinceTaskStart: 298.2531s | Winkel: 21°
TimeSinceStartUP: 700.6591s | TimeSinceTaskStart: 345.3958s | Winkel: 16°
TimeSinceStartUP: 700.9133s | TimeSinceTaskStart: 345.65s | Winkel: 17°
TimeSinceStartUP: 701.0246s | TimeSinceTaskStart: 345.7613s | Winkel: 18°
TimeSinceStartUP: 701.0941s | TimeSinceTaskStart: 345.8307s | Winkel: 21°
TimeSinceStartUP: 701.1702s | TimeSinceTaskStart: 345.9069s | Winkel: 24°
TimeSinceStartUP: 701.2402s | TimeSinceTaskStart: 345.9769s | Winkel: 25°
TimeSinceStartUP: 701.3148s | TimeSinceTaskStart: 346.0515s | Winkel: 28°
TimeSinceStartUP: 701.3916s | TimeSinceTaskStart: 346.1283s | Winkel: 30°
TimeSinceStartUP: 701.4653s | TimeSinceTaskStart: 346.202s | Winkel: 36°
TimeSinceStartUP: 701.5435s | TimeSinceTaskStart: 346.2802s | Winkel: 38°
TimeSinceStartUP: 701.6188s | TimeSinceTaskStart: 346.3555s | Winkel: 40°
TimeSinceStartUP: 701.7712s | TimeSinceTaskStart: 346.5079s | Winkel: 42°
TimeSinceStartUP: 701.8408s | TimeSinceTaskStart: 346.5775s | Winkel: 45°
TimeSinceStartUP: 701.9298s | TimeSinceTaskStart: 346.6665s | Winkel: 48°
TimeSinceStartUP: 701.9996s | TimeSinceTaskStart: 346.7363s | Winkel: 50°
TimeSinceStartUP: 702.0885s | TimeSinceTaskStart: 346.8252s | Winkel: 53°
TimeSinceStartUP: 702.1613s | TimeSinceTaskStart: 346.8979s | Winkel: 55°
TimeSinceStartUP: 702.5277s | TimeSinceTaskStart: 347.2644s | Winkel: 53°
TimeSinceStartUP: 702.5983s | TimeSinceTaskStart: 347.335s | Winkel: 48°
TimeSinceStartUP: 702.6735s | TimeSinceTaskStart: 347.4102s | Winkel: 45°
TimeSinceStartUP: 702.74s | TimeSinceTaskStart: 347.4767s | Winkel: 42°
TimeSinceStartUP: 702.8512s | TimeSinceTaskStart: 347.5879s | Winkel: 40°
TimeSinceStartUP: 703.5073s | TimeSinceTaskStart: 348.244s | Winkel: 37°
TimeSinceStartUP: 703.8372s | TimeSinceTaskStart: 348.5739s | Winkel: 35°
TimeSinceStartUP: 703.908s | TimeSinceTaskStart: 348.6447s | Winkel: 33°
TimeSinceStartUP: 781.6454s | TimeSinceTaskStart: 426.3821s | Winkel: 61°
TimeSinceStartUP: 781.7303s | TimeSinceTaskStart: 426.467s | Winkel: 63°
TimeSinceStartUP: 781.7962s | TimeSinceTaskStart: 426.5329s | Winkel: 64°
TimeSinceStartUP: 781.8636s | TimeSinceTaskStart: 426.6003s | Winkel: 69°
TimeSinceStartUP: 781.8668s | TimeSinceTaskStart: 426.6035s | Winkel: 70°
TimeSinceStartUP: 782.2123s | TimeSinceTaskStart: 426.949s | Winkel: 71°
TimeSinceStartUP: 782.3212s | TimeSinceTaskStart: 427.0579s | Winkel: 72°
TimeSinceStartUP: 782.5406s | TimeSinceTaskStart: 427.2773s | Winkel: 73°
TimeSinceStartUP: 782.6108s | TimeSinceTaskStart: 427.3475s | Winkel: 74°
TimeSinceStartUP: 782.7896s | TimeSinceTaskStart: 427.5263s | Winkel: 75°
TimeSinceStartUP: 782.8605s | TimeSinceTaskStart: 427.5972s | Winkel: 76°
TimeSinceStartUP: 783.0525s | TimeSinceTaskStart: 427.7892s | Winkel: 77°
TimeSinceStartUP: 783.2615s | TimeSinceTaskStart: 427.9982s | Winkel: 78°
TimeSinceStartUP: 788.9634s | TimeSinceTaskStart: 433.7001s | Winkel: 81°
TimeSinceStartUP: 789.3419s | TimeSinceTaskStart: 434.0786s | Winkel: 80°
TimeSinceStartUP: 789.412s | TimeSinceTaskStart: 434.1487s | Winkel: 79°
TimeSinceStartUP: 789.4867s | TimeSinceTaskStart: 434.2234s | Winkel: 78°
TimeSinceStartUP: 789.5645s | TimeSinceTaskStart: 434.3012s | Winkel: 77°
TimeSinceStartUP: 789.6431s | TimeSinceTaskStart: 434.3798s | Winkel: 73°
TimeSinceStartUP: 789.7074s | TimeSinceTaskStart: 434.4441s | Winkel: 72°
TimeSinceStartUP: 789.7732s | TimeSinceTaskStart: 434.5099s | Winkel: 55°
TimeSinceStartUP: 789.8389s | TimeSinceTaskStart: 434.5756s | Winkel: 50°
TimeSinceStartUP: 789.9041s | TimeSinceTaskStart: 434.6407s | Winkel: 42°
TimeSinceStartUP: 789.9695s | TimeSinceTaskStart: 434.7062s | Winkel: 32°
TimeSinceStartUP: 790.037s | TimeSinceTaskStart: 434.7737s | Winkel: 30°
TimeSinceStartUP: 790.105s | TimeSinceTaskStart: 434.8417s | Winkel: 28°
TimeSinceStartUP: 790.2486s | TimeSinceTaskStart: 434.9853s | Winkel: 29°
TimeSinceStartUP: 790.3199s | TimeSinceTaskStart: 435.0566s | Winkel: 31°
TimeSinceStartUP: 790.3228s | TimeSinceTaskStart: 435.0595s | Winkel: 32°
TimeSinceStartUP: 790.3919s | TimeSinceTaskStart: 435.1286s | Winkel: 43°
TimeSinceStartUP: 790.4661s | TimeSinceTaskStart: 435.2028s | Winkel: 49°
TimeSinceStartUP: 791.0352s | TimeSinceTaskStart: 435.7719s | Winkel: 47°
TimeSinceStartUP: 791.0998s | TimeSinceTaskStart: 435.8365s | Winkel: 45°
TimeSinceStartUP: 791.1655s | TimeSinceTaskStart: 435.9022s | Winkel: 34°
TimeSinceStartUP: 791.5159s | TimeSinceTaskStart: 436.2526s | Winkel: 36°
TimeSinceStartUP: 791.5862s | TimeSinceTaskStart: 436.3229s | Winkel: 41°
TimeSinceStartUP: 791.6609s | TimeSinceTaskStart: 436.3976s | Winkel: 47°
TimeSinceStartUP: 791.9863s | TimeSinceTaskStart: 436.723s | Winkel: 49°
---------------------------------------------------------------------
Kamera counter: 
Vordere Kamera: | Pressed: 2 times
Hintere Kamera: | Pressed: 5 times
Linke Kamera: | Pressed: 6 times
Rechte Kamera: | Pressed: 4 times
Camera Menu Button Presses:
Press 0: Button: Linke Kamera, | TimeSinceStartUP: 374.4225s | TimeSinceTaskStart: 19.15924s 
Press 1: Button: Rechte Kamera, | TimeSinceStartUP: 379.1311s | TimeSinceTaskStart: 23.86783s 
Press 2: Button: Hintere Kamera, | TimeSinceStartUP: 381.3326s | TimeSinceTaskStart: 26.06924s 
Press 3: Button: Linke Kamera, | TimeSinceStartUP: 401.3456s | TimeSinceTaskStart: 46.08224s 
Press 4: Button: Vordere Kamera, | TimeSinceStartUP: 402.7204s | TimeSinceTaskStart: 47.45709s 
Press 5: Button: Rechte Kamera, | TimeSinceStartUP: 407.1093s | TimeSinceTaskStart: 51.84601s 
Press 6: Button: Hintere Kamera, | TimeSinceStartUP: 410.1581s | TimeSinceTaskStart: 54.89478s 
Press 7: Button: Linke Kamera, | TimeSinceStartUP: 573.1141s | TimeSinceTaskStart: 217.8508s 
Press 8: Button: Linke Kamera, | TimeSinceStartUP: 579.3267s | TimeSinceTaskStart: 224.0634s 
Press 9: Button: Hintere Kamera, | TimeSinceStartUP: 580.285s | TimeSinceTaskStart: 225.0217s 
Press 10: Button: Rechte Kamera, | TimeSinceStartUP: 591.1606s | TimeSinceTaskStart: 235.8973s 
Press 11: Button: Linke Kamera, | TimeSinceStartUP: 595.0843s | TimeSinceTaskStart: 239.821s 
Press 12: Button: Vordere Kamera, | TimeSinceStartUP: 597.9316s | TimeSinceTaskStart: 242.6683s 
Press 13: Button: Hintere Kamera, | TimeSinceStartUP: 599.3136s | TimeSinceTaskStart: 244.0503s 
Press 14: Button: Rechte Kamera, | TimeSinceStartUP: 602.7167s | TimeSinceTaskStart: 247.4534s 
Press 15: Button: Linke Kamera, | TimeSinceStartUP: 609.9113s | TimeSinceTaskStart: 254.6479s 
Press 16: Button: Hintere Kamera, | TimeSinceStartUP: 625.1685s | TimeSinceTaskStart: 269.9052s 
---------------------------------------------------------------------
Bounding Box Raycast Hits:
Triggerd(TimeSinceStartUP): 362.288s | TimeSinceTaskStart: 7.024689s | BoundingBox Name: Target_2_Plane_1
Triggerd(TimeSinceStartUP): 429.1275s | TimeSinceTaskStart: 73.8642s | BoundingBox Name: Target_2_Plane_1
Triggerd(TimeSinceStartUP): 518.4042s | TimeSinceTaskStart: 163.1409s | BoundingBox Name: Target_2_Plane_1
Triggerd(TimeSinceStartUP): 643.8791s | TimeSinceTaskStart: 288.6158s | BoundingBox Name: Target_2_Plane_1
---------------------------------------------------------------------
Selected Day of Year: 
TimeSinceStartUP: 363.7957 | TimeScinceTaskStart: 8.532349 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 363.8412 | TimeScinceTaskStart: 8.57785 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 363.8871 | TimeScinceTaskStart: 8.623749 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 363.933 | TimeScinceTaskStart: 8.669647 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 363.979 | TimeScinceTaskStart: 8.715729 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 364.0232 | TimeScinceTaskStart: 8.759857 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 364.0676 | TimeScinceTaskStart: 8.804321 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.1051 | TimeScinceTaskStart: 31.8418 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.1562 | TimeScinceTaskStart: 31.89291 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.2062 | TimeScinceTaskStart: 31.94293 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.2553 | TimeScinceTaskStart: 31.99203 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.3038 | TimeScinceTaskStart: 32.0405 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.3521 | TimeScinceTaskStart: 32.08878 | Date is: day: 11 month: 9 2025 | Day of Year: 254
TimeSinceStartUP: 387.6399 | TimeScinceTaskStart: 32.37656 | Date is: day: 13 month: 9 2025 | Day of Year: 256
TimeSinceStartUP: 387.6894 | TimeScinceTaskStart: 32.42609 | Date is: day: 15 month: 9 2025 | Day of Year: 258
TimeSinceStartUP: 387.7386 | TimeScinceTaskStart: 32.47531 | Date is: day: 1 month: 10 2025 | Day of Year: 274
TimeSinceStartUP: 387.787 | TimeScinceTaskStart: 32.52374 | Date is: day: 13 month: 10 2025 | Day of Year: 286
TimeSinceStartUP: 387.8383 | TimeScinceTaskStart: 32.57495 | Date is: day: 28 month: 10 2025 | Day of Year: 301
TimeSinceStartUP: 387.8887 | TimeScinceTaskStart: 32.6254 | Date is: day: 3 month: 11 2025 | Day of Year: 307
TimeSinceStartUP: 387.9366 | TimeScinceTaskStart: 32.67325 | Date is: day: 25 month: 11 2025 | Day of Year: 329
TimeSinceStartUP: 387.9846 | TimeScinceTaskStart: 32.72125 | Date is: day: 25 month: 12 2025 | Day of Year: 359
TimeSinceStartUP: 388.0336 | TimeScinceTaskStart: 32.77029 | Date is: day: 13 month: 1 2025 | Day of Year: 13
TimeSinceStartUP: 388.1449 | TimeScinceTaskStart: 32.88162 | Date is: day: 15 month: 1 2025 | Day of Year: 15
TimeSinceStartUP: 388.194 | TimeScinceTaskStart: 32.93069 | Date is: day: 17 month: 1 2025 | Day of Year: 17
TimeSinceStartUP: 388.2447 | TimeScinceTaskStart: 32.98141 | Date is: day: 29 month: 1 2025 | Day of Year: 29
TimeSinceStartUP: 388.2933 | TimeScinceTaskStart: 33.02997 | Date is: day: 6 month: 2 2025 | Day of Year: 37
TimeSinceStartUP: 388.3414 | TimeScinceTaskStart: 33.07813 | Date is: day: 16 month: 2 2025 | Day of Year: 47
TimeSinceStartUP: 388.3902 | TimeScinceTaskStart: 33.12689 | Date is: day: 26 month: 2 2025 | Day of Year: 57
TimeSinceStartUP: 388.4391 | TimeScinceTaskStart: 33.17581 | Date is: day: 2 month: 3 2025 | Day of Year: 61
TimeSinceStartUP: 388.4936 | TimeScinceTaskStart: 33.23032 | Date is: day: 8 month: 3 2025 | Day of Year: 67
TimeSinceStartUP: 388.5488 | TimeScinceTaskStart: 33.28549 | Date is: day: 12 month: 3 2025 | Day of Year: 71
TimeSinceStartUP: 418.5742 | TimeScinceTaskStart: 63.31094 | Date is: day: 14 month: 3 2025 | Day of Year: 73
TimeSinceStartUP: 418.6346 | TimeScinceTaskStart: 63.37128 | Date is: day: 17 month: 3 2025 | Day of Year: 76
TimeSinceStartUP: 418.687 | TimeScinceTaskStart: 63.42365 | Date is: day: 21 month: 3 2025 | Day of Year: 80
TimeSinceStartUP: 418.7656 | TimeScinceTaskStart: 63.50226 | Date is: day: 23 month: 3 2025 | Day of Year: 82
TimeSinceStartUP: 418.8695 | TimeScinceTaskStart: 63.60623 | Date is: day: 25 month: 3 2025 | Day of Year: 84
TimeSinceStartUP: 419.0999 | TimeScinceTaskStart: 63.83655 | Date is: day: 27 month: 3 2025 | Day of Year: 86
TimeSinceStartUP: 421.6643 | TimeScinceTaskStart: 66.40103 | Date is: day: 29 month: 3 2025 | Day of Year: 88
TimeSinceStartUP: 446.9955 | TimeScinceTaskStart: 91.73218 | Date is: day: 29 month: 3 2025 | Day of Year: 88
TimeSinceStartUP: 447.0532 | TimeScinceTaskStart: 91.78992 | Date is: day: 29 month: 3 2025 | Day of Year: 88
TimeSinceStartUP: 448.7615 | TimeScinceTaskStart: 93.49823 | Date is: day: 31 month: 3 2025 | Day of Year: 90
TimeSinceStartUP: 457.2254 | TimeScinceTaskStart: 101.9621 | Date is: day: 31 month: 3 2025 | Day of Year: 90
TimeSinceStartUP: 457.2834 | TimeScinceTaskStart: 102.0201 | Date is: day: 31 month: 3 2025 | Day of Year: 90
TimeSinceStartUP: 535.8504 | TimeScinceTaskStart: 180.5871 | Date is: day: 27 month: 3 2025 | Day of Year: 86
TimeSinceStartUP: 535.9075 | TimeScinceTaskStart: 180.6442 | Date is: day: 14 month: 3 2025 | Day of Year: 73
TimeSinceStartUP: 535.9619 | TimeScinceTaskStart: 180.6986 | Date is: day: 8 month: 3 2025 | Day of Year: 67
