=====================================================================
Aufgabe: Aufgabe 2
System start time:  14:12:39
System start date:  18-05-2026
Datum: 18-05-2026
Uhrzeit Aufgaben Abschlus: 14:14:45
Benoetigte Zeit: 102.7842s
Start der Aufgabe nach System Start: 15632.2s
---------------------------------------------------------------------
Heatmap Reloads: 0
Reload Button Zeitpunkte:
---------------------------------------------------------------------
Kamera zurueck zaehler: 0
Camera Back Button Zeitpunkte:
---------------------------------------------------------------------
Winkel aenderungs Zeitpunkte: 
TimeSinceStartUP: 15688.75s | TimeSinceTaskStart: 56.55078s | Winkel: 1°
TimeSinceStartUP: 15696.78s | TimeSinceTaskStart: 64.57422s | Winkel: 75°
TimeSinceStartUP: 15696.94s | TimeSinceTaskStart: 64.73438s | Winkel: 77°
TimeSinceStartUP: 15697.32s | TimeSinceTaskStart: 65.11621s | Winkel: 78°
TimeSinceStartUP: 15697.45s | TimeSinceTaskStart: 65.25098s | Winkel: 79°
TimeSinceStartUP: 15697.63s | TimeSinceTaskStart: 65.42383s | Winkel: 81°
TimeSinceStartUP: 15697.75s | TimeSinceTaskStart: 65.55078s | Winkel: 82°
TimeSinceStartUP: 15698.02s | TimeSinceTaskStart: 65.81641s | Winkel: 83°
TimeSinceStartUP: 15698.35s | TimeSinceTaskStart: 66.15039s | Winkel: 84°
TimeSinceStartUP: 15698.58s | TimeSinceTaskStart: 66.38379s | Winkel: 85°
TimeSinceStartUP: 15698.84s | TimeSinceTaskStart: 66.6416s | Winkel: 86°
TimeSinceStartUP: 15698.97s | TimeSinceTaskStart: 66.7666s | Winkel: 87°
TimeSinceStartUP: 15699.13s | TimeSinceTaskStart: 66.93359s | Winkel: 88°
TimeSinceStartUP: 15699.33s | TimeSinceTaskStart: 67.12598s | Winkel: 89°
TimeSinceStartUP: 15699.7s | TimeSinceTaskStart: 67.50098s | Winkel: 88°
TimeSinceStartUP: 15699.82s | TimeSinceTaskStart: 67.61914s | Winkel: 87°
TimeSinceStartUP: 15699.95s | TimeSinceTaskStart: 67.75098s | Winkel: 84°
TimeSinceStartUP: 15700.09s | TimeSinceTaskStart: 67.88672s | Winkel: 83°
TimeSinceStartUP: 15700.2s | TimeSinceTaskStart: 68.00098s | Winkel: 82°
TimeSinceStartUP: 15700.32s | TimeSinceTaskStart: 68.11621s | Winkel: 81°
TimeSinceStartUP: 15700.43s | TimeSinceTaskStart: 68.22949s | Winkel: 79°
TimeSinceStartUP: 15700.54s | TimeSinceTaskStart: 68.34375s | Winkel: 76°
TimeSinceStartUP: 15700.66s | TimeSinceTaskStart: 68.45801s | Winkel: 72°
TimeSinceStartUP: 15700.77s | TimeSinceTaskStart: 68.57227s | Winkel: 69°
TimeSinceStartUP: 15700.97s | TimeSinceTaskStart: 68.7666s | Winkel: 68°
TimeSinceStartUP: 15701.08s | TimeSinceTaskStart: 68.88086s | Winkel: 64°
TimeSinceStartUP: 15701.28s | TimeSinceTaskStart: 69.0752s | Winkel: 63°
TimeSinceStartUP: 15703.7s | TimeSinceTaskStart: 71.5s | Winkel: 75°
TimeSinceStartUP: 15703.83s | TimeSinceTaskStart: 71.63379s | Winkel: 74°
TimeSinceStartUP: 15703.97s | TimeSinceTaskStart: 71.7666s | Winkel: 72°
TimeSinceStartUP: 15704.1s | TimeSinceTaskStart: 71.90039s | Winkel: 69°
TimeSinceStartUP: 15704.24s | TimeSinceTaskStart: 72.03418s | Winkel: 67°
TimeSinceStartUP: 15704.35s | TimeSinceTaskStart: 72.14746s | Winkel: 66°
TimeSinceStartUP: 15704.46s | TimeSinceTaskStart: 72.2627s | Winkel: 65°
TimeSinceStartUP: 15704.58s | TimeSinceTaskStart: 72.37695s | Winkel: 64°
TimeSinceStartUP: 15704.69s | TimeSinceTaskStart: 72.49121s | Winkel: 62°
TimeSinceStartUP: 15704.81s | TimeSinceTaskStart: 72.60547s | Winkel: 60°
TimeSinceStartUP: 15704.92s | TimeSinceTaskStart: 72.71973s | Winkel: 59°
TimeSinceStartUP: 15705.04s | TimeSinceTaskStart: 72.83691s | Winkel: 57°
TimeSinceStartUP: 15705.15s | TimeSinceTaskStart: 72.9502s | Winkel: 56°
TimeSinceStartUP: 15705.27s | TimeSinceTaskStart: 73.06445s | Winkel: 54°
TimeSinceStartUP: 15705.46s | TimeSinceTaskStart: 73.25977s | Winkel: 52°
TimeSinceStartUP: 15705.58s | TimeSinceTaskStart: 73.375s | Winkel: 50°
TimeSinceStartUP: 15705.69s | TimeSinceTaskStart: 73.48926s | Winkel: 49°
TimeSinceStartUP: 15705.82s | TimeSinceTaskStart: 73.62012s | Winkel: 48°
TimeSinceStartUP: 15705.97s | TimeSinceTaskStart: 73.7666s | Winkel: 47°
TimeSinceStartUP: 15706.12s | TimeSinceTaskStart: 73.91895s | Winkel: 46°
TimeSinceStartUP: 15706.25s | TimeSinceTaskStart: 74.05078s | Winkel: 45°
TimeSinceStartUP: 15706.38s | TimeSinceTaskStart: 74.18359s | Winkel: 41°
TimeSinceStartUP: 15706.52s | TimeSinceTaskStart: 74.31934s | Winkel: 38°
TimeSinceStartUP: 15706.65s | TimeSinceTaskStart: 74.44434s | Winkel: 37°
TimeSinceStartUP: 15706.76s | TimeSinceTaskStart: 74.55859s | Winkel: 34°
TimeSinceStartUP: 15706.87s | TimeSinceTaskStart: 74.67285s | Winkel: 30°
TimeSinceStartUP: 15706.99s | TimeSinceTaskStart: 74.78906s | Winkel: 28°
TimeSinceStartUP: 15707.1s | TimeSinceTaskStart: 74.90332s | Winkel: 26°
TimeSinceStartUP: 15707.22s | TimeSinceTaskStart: 75.01758s | Winkel: 24°
TimeSinceStartUP: 15707.33s | TimeSinceTaskStart: 75.12988s | Winkel: 23°
TimeSinceStartUP: 15707.45s | TimeSinceTaskStart: 75.24414s | Winkel: 22°
TimeSinceStartUP: 15707.73s | TimeSinceTaskStart: 75.5332s | Winkel: 23°
TimeSinceStartUP: 15707.89s | TimeSinceTaskStart: 75.68457s | Winkel: 25°
TimeSinceStartUP: 15708s | TimeSinceTaskStart: 75.79785s | Winkel: 26°
TimeSinceStartUP: 15708.11s | TimeSinceTaskStart: 75.91211s | Winkel: 31°
TimeSinceStartUP: 15708.23s | TimeSinceTaskStart: 76.02734s | Winkel: 34°
TimeSinceStartUP: 15708.34s | TimeSinceTaskStart: 76.1416s | Winkel: 35°
TimeSinceStartUP: 15708.46s | TimeSinceTaskStart: 76.25684s | Winkel: 36°
TimeSinceStartUP: 15708.57s | TimeSinceTaskStart: 76.37109s | Winkel: 37°
TimeSinceStartUP: 15708.69s | TimeSinceTaskStart: 76.48535s | Winkel: 40°
TimeSinceStartUP: 15708.8s | TimeSinceTaskStart: 76.59961s | Winkel: 41°
TimeSinceStartUP: 15708.84s | TimeSinceTaskStart: 76.63672s | Winkel: 42°
TimeSinceStartUP: 15708.95s | TimeSinceTaskStart: 76.75293s | Winkel: 43°
TimeSinceStartUP: 15709.29s | TimeSinceTaskStart: 77.09082s | Winkel: 44°
TimeSinceStartUP: 15709.54s | TimeSinceTaskStart: 77.33887s | Winkel: 43°
TimeSinceStartUP: 15709.57s | TimeSinceTaskStart: 77.36719s | Winkel: 42°
TimeSinceStartUP: 15709.83s | TimeSinceTaskStart: 77.63281s | Winkel: 41°
TimeSinceStartUP: 15710.13s | TimeSinceTaskStart: 77.93359s | Winkel: 42°
---------------------------------------------------------------------
Kamera counter: 
Vordere Kamera: | Pressed: 0 times
Hintere Kamera: | Pressed: 0 times
Linke Kamera: | Pressed: 0 times
Rechte Kamera: | Pressed: 0 times
Camera Menu Button Presses:
---------------------------------------------------------------------
Bounding Box Raycast Hits:
Triggerd(TimeSinceStartUP): 15645.43s | TimeSinceTaskStart: 13.2334s | BoundingBox Name: Target_1_Plane_1
Triggerd(TimeSinceStartUP): 15649.82s | TimeSinceTaskStart: 17.61621s | BoundingBox Name: Target_1_Plane_1
---------------------------------------------------------------------
Selected Day of Year: 
TimeSinceStartUP: 15651.21 | TimeScinceTaskStart: 19.01074 | Date is: day: 20 month: 1 2025 | Day of Year: 20
TimeSinceStartUP: 15651.29 | TimeScinceTaskStart: 19.09082 | Date is: day: 25 month: 1 2025 | Day of Year: 25
TimeSinceStartUP: 15651.37 | TimeScinceTaskStart: 19.17285 | Date is: day: 30 month: 1 2025 | Day of Year: 30
TimeSinceStartUP: 15651.46 | TimeScinceTaskStart: 19.25391 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15651.53 | TimeScinceTaskStart: 19.33203 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15651.61 | TimeScinceTaskStart: 19.41113 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15651.69 | TimeScinceTaskStart: 19.48926 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15651.79 | TimeScinceTaskStart: 19.59082 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15652.06 | TimeScinceTaskStart: 19.8623 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15652.43 | TimeScinceTaskStart: 20.22754 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15652.93 | TimeScinceTaskStart: 20.73047 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15654.52 | TimeScinceTaskStart: 22.32324 | Date is: day: 2 month: 2 2025 | Day of Year: 33
TimeSinceStartUP: 15654.63 | TimeScinceTaskStart: 22.42383 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15654.79 | TimeScinceTaskStart: 22.5918 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15654.88 | TimeScinceTaskStart: 22.67578 | Date is: day: 1 month: 2 2025 | Day of Year: 32
TimeSinceStartUP: 15654.96 | TimeScinceTaskStart: 22.76074 | Date is: day: 4 month: 2 2025 | Day of Year: 35
TimeSinceStartUP: 15655.06 | TimeScinceTaskStart: 22.85449 | Date is: day: 6 month: 2 2025 | Day of Year: 37
TimeSinceStartUP: 15655.19 | TimeScinceTaskStart: 22.99121 | Date is: day: 8 month: 2 2025 | Day of Year: 39
TimeSinceStartUP: 15655.27 | TimeScinceTaskStart: 23.07227 | Date is: day: 17 month: 2 2025 | Day of Year: 48
TimeSinceStartUP: 15655.35 | TimeScinceTaskStart: 23.15332 | Date is: day: 23 month: 2 2025 | Day of Year: 54
TimeSinceStartUP: 15655.43 | TimeScinceTaskStart: 23.2334 | Date is: day: 2 month: 3 2025 | Day of Year: 61
TimeSinceStartUP: 15655.52 | TimeScinceTaskStart: 23.31445 | Date is: day: 13 month: 3 2025 | Day of Year: 72
TimeSinceStartUP: 15655.65 | TimeScinceTaskStart: 23.45215 | Date is: day: 19 month: 3 2025 | Day of Year: 78
TimeSinceStartUP: 15655.74 | TimeScinceTaskStart: 23.53516 | Date is: day: 27 month: 3 2025 | Day of Year: 86
TimeSinceStartUP: 15655.88 | TimeScinceTaskStart: 23.67383 | Date is: day: 31 month: 3 2025 | Day of Year: 90
TimeSinceStartUP: 15655.96 | TimeScinceTaskStart: 23.75586 | Date is: day: 4 month: 4 2025 | Day of Year: 94
TimeSinceStartUP: 15656.04 | TimeScinceTaskStart: 23.83691 | Date is: day: 6 month: 4 2025 | Day of Year: 96
TimeSinceStartUP: 15656.17 | TimeScinceTaskStart: 23.97363 | Date is: day: 7 month: 4 2025 | Day of Year: 97
TimeSinceStartUP: 15656.26 | TimeScinceTaskStart: 24.05859 | Date is: day: 7 month: 4 2025 | Day of Year: 97
TimeSinceStartUP: 15656.72 | TimeScinceTaskStart: 24.5166 | Date is: day: 7 month: 4 2025 | Day of Year: 97
TimeSinceStartUP: 15656.96 | TimeScinceTaskStart: 24.75488 | Date is: day: 8 month: 4 2025 | Day of Year: 98
TimeSinceStartUP: 15657.04 | TimeScinceTaskStart: 24.83691 | Date is: day: 8 month: 4 2025 | Day of Year: 98
TimeSinceStartUP: 15657.12 | TimeScinceTaskStart: 24.91895 | Date is: day: 9 month: 4 2025 | Day of Year: 99
TimeSinceStartUP: 15657.2 | TimeScinceTaskStart: 25.00098 | Date is: day: 9 month: 4 2025 | Day of Year: 99
TimeSinceStartUP: 15657.34 | TimeScinceTaskStart: 25.14063 | Date is: day: 10 month: 4 2025 | Day of Year: 100
TimeSinceStartUP: 15657.42 | TimeScinceTaskStart: 25.22266 | Date is: day: 11 month: 4 2025 | Day of Year: 101
TimeSinceStartUP: 15657.51 | TimeScinceTaskStart: 25.30469 | Date is: day: 11 month: 4 2025 | Day of Year: 101
TimeSinceStartUP: 15657.59 | TimeScinceTaskStart: 25.38867 | Date is: day: 12 month: 4 2025 | Day of Year: 102
TimeSinceStartUP: 15657.68 | TimeScinceTaskStart: 25.47852 | Date is: day: 14 month: 4 2025 | Day of Year: 104
TimeSinceStartUP: 15657.76 | TimeScinceTaskStart: 25.56152 | Date is: day: 16 month: 4 2025 | Day of Year: 106
TimeSinceStartUP: 15657.84 | TimeScinceTaskStart: 25.64258 | Date is: day: 18 month: 4 2025 | Day of Year: 108
TimeSinceStartUP: 15657.93 | TimeScinceTaskStart: 25.72754 | Date is: day: 20 month: 4 2025 | Day of Year: 110
TimeSinceStartUP: 15658.01 | TimeScinceTaskStart: 25.80859 | Date is: day: 21 month: 4 2025 | Day of Year: 111
TimeSinceStartUP: 15658.09 | TimeScinceTaskStart: 25.89355 | Date is: day: 23 month: 4 2025 | Day of Year: 113
TimeSinceStartUP: 15658.18 | TimeScinceTaskStart: 25.97656 | Date is: day: 24 month: 4 2025 | Day of Year: 114
TimeSinceStartUP: 15658.33 | TimeScinceTaskStart: 26.12988 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15658.41 | TimeScinceTaskStart: 26.21191 | Date is: day: 27 month: 4 2025 | Day of Year: 117
TimeSinceStartUP: 15658.5 | TimeScinceTaskStart: 26.29785 | Date is: day: 27 month: 4 2025 | Day of Year: 117
TimeSinceStartUP: 15658.64 | TimeScinceTaskStart: 26.43457 | Date is: day: 28 month: 4 2025 | Day of Year: 118
TimeSinceStartUP: 15658.72 | TimeScinceTaskStart: 26.51758 | Date is: day: 29 month: 4 2025 | Day of Year: 119
TimeSinceStartUP: 15658.8 | TimeScinceTaskStart: 26.59863 | Date is: day: 30 month: 4 2025 | Day of Year: 120
TimeSinceStartUP: 15658.88 | TimeScinceTaskStart: 26.67969 | Date is: day: 1 month: 5 2025 | Day of Year: 121
TimeSinceStartUP: 15658.96 | TimeScinceTaskStart: 26.7627 | Date is: day: 1 month: 5 2025 | Day of Year: 121
TimeSinceStartUP: 15659.1 | TimeScinceTaskStart: 26.90332 | Date is: day: 1 month: 5 2025 | Day of Year: 121
TimeSinceStartUP: 15659.19 | TimeScinceTaskStart: 26.98633 | Date is: day: 1 month: 5 2025 | Day of Year: 121
TimeSinceStartUP: 15659.27 | TimeScinceTaskStart: 27.06836 | Date is: day: 29 month: 4 2025 | Day of Year: 119
TimeSinceStartUP: 15659.35 | TimeScinceTaskStart: 27.14941 | Date is: day: 27 month: 4 2025 | Day of Year: 117
TimeSinceStartUP: 15659.43 | TimeScinceTaskStart: 27.23145 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15659.51 | TimeScinceTaskStart: 27.31348 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15659.6 | TimeScinceTaskStart: 27.39551 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15659.68 | TimeScinceTaskStart: 27.48145 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15659.82 | TimeScinceTaskStart: 27.62109 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15659.92 | TimeScinceTaskStart: 27.72363 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15660.33 | TimeScinceTaskStart: 28.12793 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15660.72 | TimeScinceTaskStart: 28.52051 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15661.04 | TimeScinceTaskStart: 28.83594 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15661.23 | TimeScinceTaskStart: 29.03223 | Date is: day: 26 month: 4 2025 | Day of Year: 116
TimeSinceStartUP: 15661.67 | TimeScinceTaskStart: 29.46973 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15661.99 | TimeScinceTaskStart: 29.78418 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15662.61 | TimeScinceTaskStart: 30.40918 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.08 | TimeScinceTaskStart: 30.87402 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.24 | TimeScinceTaskStart: 31.04102 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.41 | TimeScinceTaskStart: 31.20801 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.53 | TimeScinceTaskStart: 31.32422 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.71 | TimeScinceTaskStart: 31.50977 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15663.81 | TimeScinceTaskStart: 31.60742 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15664.06 | TimeScinceTaskStart: 31.85449 | Date is: day: 25 month: 4 2025 | Day of Year: 115
TimeSinceStartUP: 15664.17 | TimeScinceTaskStart: 31.9707 | Date is: day: 7 month: 5 2025 | Day of Year: 127
TimeSinceStartUP: 15664.31 | TimeScinceTaskStart: 32.1084 | Date is: day: 24 month: 5 2025 | Day of Year: 144
TimeSinceStartUP: 15664.4 | TimeScinceTaskStart: 32.19434 | Date is: day: 8 month: 8 2025 | Day of Year: 220
TimeSinceStartUP: 15664.53 | TimeScinceTaskStart: 32.33203 | Date is: day: 31 month: 8 2025 | Day of Year: 243
TimeSinceStartUP: 15664.62 | TimeScinceTaskStart: 32.41406 | Date is: day: 17 month: 9 2025 | Day of Year: 260
TimeSinceStartUP: 15664.7 | TimeScinceTaskStart: 32.49805 | Date is: day: 17 month: 9 2025 | Day of Year: 260
TimeSinceStartUP: 15664.78 | TimeScinceTaskStart: 32.58008 | Date is: day: 18 month: 9 2025 | Day of Year: 261
TimeSinceStartUP: 15664.86 | TimeScinceTaskStart: 32.66113 | Date is: day: 18 month: 9 2025 | Day of Year: 261
TimeSinceStartUP: 15664.95 | TimeScinceTaskStart: 32.74414 | Date is: day: 18 month: 9 2025 | Day of Year: 261
TimeSinceStartUP: 15665.08 | TimeScinceTaskStart: 32.87988 | Date is: day: 18 month: 9 2025 | Day of Year: 261
TimeSinceStartUP: 15665.16 | TimeScinceTaskStart: 32.96191 | Date is: day: 19 month: 9 2025 | Day of Year: 262
TimeSinceStartUP: 15665.25 | TimeScinceTaskStart: 33.04395 | Date is: day: 19 month: 9 2025 | Day of Year: 262
TimeSinceStartUP: 15665.33 | TimeScinceTaskStart: 33.125 | Date is: day: 19 month: 9 2025 | Day of Year: 262
TimeSinceStartUP: 15665.41 | TimeScinceTaskStart: 33.20605 | Date is: day: 20 month: 9 2025 | Day of Year: 263
TimeSinceStartUP: 15665.54 | TimeScinceTaskStart: 33.3418 | Date is: day: 21 month: 9 2025 | Day of Year: 264
TimeSinceStartUP: 15665.63 | TimeScinceTaskStart: 33.4248 | Date is: day: 22 month: 9 2025 | Day of Year: 265
TimeSinceStartUP: 15665.76 | TimeScinceTaskStart: 33.56055 | Date is: day: 23 month: 9 2025 | Day of Year: 266
TimeSinceStartUP: 15665.84 | TimeScinceTaskStart: 33.6416 | Date is: day: 26 month: 9 2025 | Day of Year: 269
TimeSinceStartUP: 15666 | TimeScinceTaskStart: 33.79395 | Date is: day: 27 month: 9 2025 | Day of Year: 270
TimeSinceStartUP: 15666.13 | TimeScinceTaskStart: 33.93066 | Date is: day: 28 month: 9 2025 | Day of Year: 271
TimeSinceStartUP: 15666.27 | TimeScinceTaskStart: 34.06641 | Date is: day: 29 month: 9 2025 | Day of Year: 272
TimeSinceStartUP: 15666.35 | TimeScinceTaskStart: 34.15137 | Date is: day: 30 month: 9 2025 | Day of Year: 273
TimeSinceStartUP: 15666.49 | TimeScinceTaskStart: 34.28809 | Date is: day: 2 month: 10 2025 | Day of Year: 275
TimeSinceStartUP: 15666.57 | TimeScinceTaskStart: 34.37109 | Date is: day: 3 month: 10 2025 | Day of Year: 276
TimeSinceStartUP: 15666.71 | TimeScinceTaskStart: 34.50684 | Date is: day: 4 month: 10 2025 | Day of Year: 277
TimeSinceStartUP: 15666.79 | TimeScinceTaskStart: 34.58887 | Date is: day: 4 month: 10 2025 | Day of Year: 277
TimeSinceStartUP: 15666.93 | TimeScinceTaskStart: 34.72656 | Date is: day: 4 month: 10 2025 | Day of Year: 277
TimeSinceStartUP: 15667.01 | TimeScinceTaskStart: 34.80762 | Date is: day: 4 month: 10 2025 | Day of Year: 277
TimeSinceStartUP: 15667.34 | TimeScinceTaskStart: 35.14063 | Date is: day: 4 month: 10 2025 | Day of Year: 277
TimeSinceStartUP: 15667.44 | TimeScinceTaskStart: 35.24121 | Date is: day: 3 month: 10 2025 | Day of Year: 276
TimeSinceStartUP: 15667.58 | TimeScinceTaskStart: 35.37695 | Date is: day: 3 month: 10 2025 | Day of Year: 276
TimeSinceStartUP: 15667.67 | TimeScinceTaskStart: 35.46582 | Date is: day: 2 month: 10 2025 | Day of Year: 275
TimeSinceStartUP: 15667.8 | TimeScinceTaskStart: 35.60156 | Date is: day: 2 month: 10 2025 | Day of Year: 275
TimeSinceStartUP: 15667.89 | TimeScinceTaskStart: 35.68457 | Date is: day: 1 month: 10 2025 | Day of Year: 274
TimeSinceStartUP: 15667.98 | TimeScinceTaskStart: 35.77539 | Date is: day: 30 month: 9 2025 | Day of Year: 273
TimeSinceStartUP: 15668.11 | TimeScinceTaskStart: 35.91113 | Date is: day: 29 month: 9 2025 | Day of Year: 272
TimeSinceStartUP: 15668.19 | TimeScinceTaskStart: 35.99219 | Date is: day: 28 month: 9 2025 | Day of Year: 271
TimeSinceStartUP: 15668.28 | TimeScinceTaskStart: 36.07422 | Date is: day: 28 month: 9 2025 | Day of Year: 271
TimeSinceStartUP: 15668.36 | TimeScinceTaskStart: 36.15527 | Date is: day: 27 month: 9 2025 | Day of Year: 270
